Gene stable ID,Gene stable ID version,Gene name,Human gene stable ID,Human gene name
ENSCGRG00001000293,ENSCGRG00001000293.1,Ttll3,ENSG00000214021,TTLL3
ENSCGRG00001000294,ENSCGRG00001000294.1,Bap1,ENSG00000163930,BAP1
ENSCGRG00001000295,ENSCGRG00001000295.1,Nkain2,ENSG00000188580,NKAIN2
ENSCGRG00001000296,ENSCGRG00001000296.1,Copb2,ENSG00000184432,COPB2
ENSCGRG00001000297,ENSCGRG00001000297.1,,,
ENSCGRG00001000298,ENSCGRG00001000298.1,Gadd45gip1,ENSG00000179271,GADD45GIP1
ENSCGRG00001000299,ENSCGRG00001000299.1,,ENSG00000188010,MORN2
ENSCGRG00001000300,ENSCGRG00001000300.1,Skor1,ENSG00000188779,SKOR1
ENSCGRG00001000301,ENSCGRG00001000301.1,Sptbn2,ENSG00000173898,SPTBN2
ENSCGRG00001000302,ENSCGRG00001000302.1,,ENSG00000188155,KRTAP10-6
ENSCGRG00001000302,ENSCGRG00001000302.1,,ENSG00000221837,KRTAP10-9
ENSCGRG00001000302,ENSCGRG00001000302.1,,ENSG00000198271,KRTAP4-5
ENSCGRG00001000302,ENSCGRG00001000302.1,,ENSG00000243489,KRTAP10-11
ENSCGRG00001000302,ENSCGRG00001000302.1,,ENSG00000215454,KRTAP10-4
ENSCGRG00001000302,ENSCGRG00001000302.1,,ENSG00000240542,KRTAP9-1
ENSCGRG00001000303,ENSCGRG00001000303.1,,,
ENSCGRG00001000304,ENSCGRG00001000304.1,Asic3,ENSG00000213199,ASIC3
ENSCGRG00001000305,ENSCGRG00001000305.1,,,
ENSCGRG00001000306,ENSCGRG00001000306.1,Stxbp3,ENSG00000116266,STXBP3
ENSCGRG00001000307,ENSCGRG00001000307.1,HTR2A,ENSG00000102468,HTR2A
ENSCGRG00001000308,ENSCGRG00001000308.1,Map3k21,ENSG00000143674,MAP3K21
ENSCGRG00001000309,ENSCGRG00001000309.1,Zbtb20,ENSG00000181722,ZBTB20
ENSCGRG00001000310,ENSCGRG00001000310.1,,ENSG00000081818,PCDHB4
ENSCGRG00001000311,ENSCGRG00001000311.1,,ENSG00000161813,LARP4
ENSCGRG00001000312,ENSCGRG00001000312.1,Ppp6c,ENSG00000119414,PPP6C
ENSCGRG00001000313,ENSCGRG00001000313.1,Aplp2,ENSG00000084234,APLP2
ENSCGRG00001000314,ENSCGRG00001000314.1,Syt5,ENSG00000129990,SYT5
ENSCGRG00001000315,ENSCGRG00001000315.1,,ENSG00000118707,TGIF2
ENSCGRG00001000316,ENSCGRG00001000316.1,Zfp804b,ENSG00000182348,ZNF804B
ENSCGRG00001000317,ENSCGRG00001000317.1,Meltf,ENSG00000163975,MELTF
ENSCGRG00001000318,ENSCGRG00001000318.1,Gins3,ENSG00000181938,GINS3
ENSCGRG00001000319,ENSCGRG00001000319.1,,ENSG00000268223,ARL14EPL
ENSCGRG00001000320,ENSCGRG00001000320.1,Rrnad1,ENSG00000143303,METTL25B
ENSCGRG00001000321,ENSCGRG00001000321.1,,ENSG00000196136,SERPINA3
ENSCGRG00001000322,ENSCGRG00001000322.1,Aoah,ENSG00000136250,AOAH
ENSCGRG00001000323,ENSCGRG00001000323.1,Rbm19,ENSG00000122965,RBM19
ENSCGRG00001000324,ENSCGRG00001000324.1,Olfr262,ENSG00000176495,OR5AN1
ENSCGRG00001000325,ENSCGRG00001000325.1,Ppm1d,ENSG00000170836,PPM1D
ENSCGRG00001000326,ENSCGRG00001000326.1,Npr1,ENSG00000169418,NPR1
ENSCGRG00001000327,ENSCGRG00001000327.1,Gnrh1,ENSG00000147437,GNRH1
ENSCGRG00001000328,ENSCGRG00001000328.1,,,
ENSCGRG00001000329,ENSCGRG00001000329.1,Cln5,ENSG00000102805,CLN5
ENSCGRG00001000330,ENSCGRG00001000330.1,Mmp20,ENSG00000137674,MMP20
ENSCGRG00001000331,ENSCGRG00001000331.1,Zfp771,ENSG00000179965,ZNF771
ENSCGRG00001000332,ENSCGRG00001000332.1,Mtss1,ENSG00000170873,MTSS1
ENSCGRG00001000333,ENSCGRG00001000333.1,Pttg1ip,ENSG00000183255,PTTG1IP
ENSCGRG00001000334,ENSCGRG00001000334.1,Mpp1,ENSG00000130830,MPP1
ENSCGRG00001000335,ENSCGRG00001000335.1,Exosc1,ENSG00000171311,EXOSC1
ENSCGRG00001000336,ENSCGRG00001000336.1,Wdr93,ENSG00000140527,WDR93
ENSCGRG00001000337,ENSCGRG00001000337.1,Acbd7,ENSG00000176244,ACBD7
ENSCGRG00001000338,ENSCGRG00001000338.1,Htra2,ENSG00000115317,HTRA2
ENSCGRG00001000339,ENSCGRG00001000339.1,Lztfl1,ENSG00000163818,LZTFL1
ENSCGRG00001000340,ENSCGRG00001000340.1,Nudt16,ENSG00000198585,NUDT16
ENSCGRG00001000341,ENSCGRG00001000341.1,Arfgap1,ENSG00000101199,ARFGAP1
ENSCGRG00001000342,ENSCGRG00001000342.1,Fgl2,ENSG00000127951,FGL2
ENSCGRG00001000343,ENSCGRG00001000343.1,Baz1b,ENSG00000009954,BAZ1B
ENSCGRG00001000344,ENSCGRG00001000344.1,Fbxo15,ENSG00000141665,FBXO15
ENSCGRG00001000345,ENSCGRG00001000345.1,Fuz,ENSG00000010361,FUZ
ENSCGRG00001000346,ENSCGRG00001000346.1,,ENSG00000135801,TAF5L
ENSCGRG00001000347,ENSCGRG00001000347.1,Spata31d1c,ENSG00000189357,SPATA31D4
ENSCGRG00001000347,ENSCGRG00001000347.1,Spata31d1c,ENSG00000186788,SPATA31D3
ENSCGRG00001000347,ENSCGRG00001000347.1,Spata31d1c,ENSG00000214929,SPATA31D1
ENSCGRG00001000348,ENSCGRG00001000348.1,Mrps33,ENSG00000090263,MRPS33
ENSCGRG00001000349,ENSCGRG00001000349.1,Bbx,ENSG00000114439,BBX
ENSCGRG00001000350,ENSCGRG00001000350.1,,ENSG00000123130,ACOT9
ENSCGRG00001000351,ENSCGRG00001000351.1,,ENSG00000230667,SETSIP
ENSCGRG00001000352,ENSCGRG00001000352.1,Mdc1,ENSG00000137337,MDC1
ENSCGRG00001000353,ENSCGRG00001000353.1,Erbb2,ENSG00000141736,ERBB2
ENSCGRG00001000354,ENSCGRG00001000354.1,,,
ENSCGRG00001000355,ENSCGRG00001000355.1,Uaca,ENSG00000137831,UACA
ENSCGRG00001000356,ENSCGRG00001000356.1,Crybb1,ENSG00000100122,CRYBB1
ENSCGRG00001000357,ENSCGRG00001000357.1,1700034J05Rik,ENSG00000214700,C12orf71
ENSCGRG00001000358,ENSCGRG00001000358.1,Cpeb1,ENSG00000214575,CPEB1
ENSCGRG00001000359,ENSCGRG00001000359.1,Mrps23,ENSG00000181610,MRPS23
ENSCGRG00001000360,ENSCGRG00001000360.1,Pcbd1,ENSG00000166228,PCBD1
ENSCGRG00001000361,ENSCGRG00001000361.1,Ptx3,ENSG00000163661,PTX3
ENSCGRG00001000362,ENSCGRG00001000362.1,Tubgcp3,ENSG00000126216,TUBGCP3
ENSCGRG00001000363,ENSCGRG00001000363.1,Gas6,ENSG00000183087,GAS6
ENSCGRG00001000364,ENSCGRG00001000364.1,Vwf,ENSG00000110799,VWF
ENSCGRG00001000365,ENSCGRG00001000365.1,Morn3,ENSG00000139714,MORN3
ENSCGRG00001000366,ENSCGRG00001000366.1,Cyp26c1,ENSG00000187553,CYP26C1
ENSCGRG00001000367,ENSCGRG00001000367.1,Capn6,ENSG00000077274,CAPN6
ENSCGRG00001000368,ENSCGRG00001000368.1,Lta,ENSG00000226979,LTA
ENSCGRG00001000369,ENSCGRG00001000369.1,Scrg1,ENSG00000164106,SCRG1
ENSCGRG00001000370,ENSCGRG00001000370.1,Adgrl4,ENSG00000162618,ADGRL4
ENSCGRG00001000371,ENSCGRG00001000371.1,Zmiz2,ENSG00000122515,ZMIZ2
ENSCGRG00001000372,ENSCGRG00001000372.1,Taf6,ENSG00000106290,TAF6
ENSCGRG00001000373,ENSCGRG00001000373.1,Psd,ENSG00000059915,PSD
ENSCGRG00001000374,ENSCGRG00001000374.1,,,
ENSCGRG00001000375,ENSCGRG00001000375.1,Msx3,,
ENSCGRG00001000376,ENSCGRG00001000376.1,Edn1,ENSG00000078401,EDN1
ENSCGRG00001000377,ENSCGRG00001000377.1,,ENSG00000057608,GDI2
ENSCGRG00001000378,ENSCGRG00001000378.1,Adprh,ENSG00000144843,ADPRH
ENSCGRG00001000379,ENSCGRG00001000379.1,Fchsd2,ENSG00000137478,FCHSD2
ENSCGRG00001000380,ENSCGRG00001000380.1,Serpina5,ENSG00000188488,SERPINA5
ENSCGRG00001000381,ENSCGRG00001000381.1,Pacsin1,ENSG00000124507,PACSIN1
ENSCGRG00001000382,ENSCGRG00001000382.1,Slc25a31,ENSG00000151475,SLC25A31
ENSCGRG00001000383,ENSCGRG00001000383.1,Tm2d3,ENSG00000184277,TM2D3
ENSCGRG00001000384,ENSCGRG00001000384.1,Tdp2,ENSG00000111802,TDP2
ENSCGRG00001000385,ENSCGRG00001000385.1,Cnih4,ENSG00000143771,CNIH4
ENSCGRG00001000386,ENSCGRG00001000386.1,Plxna4,ENSG00000221866,PLXNA4
ENSCGRG00001000387,ENSCGRG00001000387.1,Stk19,ENSG00000204344,STK19
ENSCGRG00001000388,ENSCGRG00001000388.1,Lin37,ENSG00000267796,LIN37
ENSCGRG00001000389,ENSCGRG00001000389.1,Dhx40,ENSG00000108406,DHX40
ENSCGRG00001000390,ENSCGRG00001000390.1,Gtpbp3,ENSG00000130299,GTPBP3
ENSCGRG00001000391,ENSCGRG00001000391.1,,,
ENSCGRG00001000392,ENSCGRG00001000392.1,,,
ENSCGRG00001000393,ENSCGRG00001000393.1,Usp15,ENSG00000135655,USP15
ENSCGRG00001000394,ENSCGRG00001000394.1,Abce1,ENSG00000164163,ABCE1
ENSCGRG00001000395,ENSCGRG00001000395.1,Ppp1r16b,ENSG00000101445,PPP1R16B
ENSCGRG00001000396,ENSCGRG00001000396.1,Tnip3,ENSG00000050730,TNIP3
ENSCGRG00001000397,ENSCGRG00001000397.1,Ank2,ENSG00000145362,ANK2
ENSCGRG00001000398,ENSCGRG00001000398.1,Areg,ENSG00000109321,AREG
ENSCGRG00001000399,ENSCGRG00001000399.1,,ENSG00000277791,PSMB3
ENSCGRG00001000400,ENSCGRG00001000400.1,Tnfrsf25,ENSG00000215788,TNFRSF25
ENSCGRG00001000401,ENSCGRG00001000401.1,,ENSG00000197077,KIAA1671
ENSCGRG00001000402,ENSCGRG00001000402.1,Rdh5,ENSG00000135437,RDH5
ENSCGRG00001000403,ENSCGRG00001000403.1,Ino80b,ENSG00000115274,INO80B
ENSCGRG00001000404,ENSCGRG00001000404.1,Irf3,ENSG00000126456,IRF3
ENSCGRG00001000405,ENSCGRG00001000405.1,,ENSG00000168291,PDHB
ENSCGRG00001000406,ENSCGRG00001000406.1,Ints1,ENSG00000164880,INTS1
ENSCGRG00001000407,ENSCGRG00001000407.1,Tbx6,ENSG00000149922,TBX6
ENSCGRG00001000408,ENSCGRG00001000408.1,Lzts1,ENSG00000061337,LZTS1
ENSCGRG00001000409,ENSCGRG00001000409.1,Usf3,ENSG00000176542,USF3
ENSCGRG00001000410,ENSCGRG00001000410.1,Brk1,ENSG00000254999,BRK1
ENSCGRG00001000411,ENSCGRG00001000411.1,,,
ENSCGRG00001000412,ENSCGRG00001000412.1,Mex3a,ENSG00000254726,MEX3A
ENSCGRG00001000413,ENSCGRG00001000413.1,Padi2,ENSG00000117115,PADI2
ENSCGRG00001000414,ENSCGRG00001000414.1,,,
ENSCGRG00001000415,ENSCGRG00001000415.1,4930579F01Rik,ENSG00000138813,C4orf17
ENSCGRG00001000416,ENSCGRG00001000416.1,Bcan,ENSG00000132692,BCAN
ENSCGRG00001000417,ENSCGRG00001000417.1,Cyp26a1,ENSG00000095596,CYP26A1
ENSCGRG00001000418,ENSCGRG00001000418.1,Nsmaf,ENSG00000035681,NSMAF
ENSCGRG00001000419,ENSCGRG00001000419.1,EEF1A1,,
ENSCGRG00001000420,ENSCGRG00001000420.1,Bsnd,ENSG00000162399,BSND
ENSCGRG00001000421,ENSCGRG00001000421.1,,,
ENSCGRG00001000422,ENSCGRG00001000422.1,Rpl23a,ENSG00000198242,RPL23A
ENSCGRG00001000423,ENSCGRG00001000423.1,Cdc42se1,ENSG00000197622,CDC42SE1
ENSCGRG00001000424,ENSCGRG00001000424.1,Zranb3,ENSG00000121988,ZRANB3
ENSCGRG00001000425,ENSCGRG00001000425.1,Atp6v1f,ENSG00000128524,ATP6V1F
ENSCGRG00001000426,ENSCGRG00001000426.1,Hmga2,ENSG00000149948,HMGA2
ENSCGRG00001000427,ENSCGRG00001000427.1,,,
ENSCGRG00001000428,ENSCGRG00001000428.1,Rab5b,ENSG00000111540,RAB5B
ENSCGRG00001000429,ENSCGRG00001000429.1,Ubn2,ENSG00000157741,UBN2
ENSCGRG00001000430,ENSCGRG00001000430.1,,ENSG00000121067,SPOP
ENSCGRG00001000431,ENSCGRG00001000431.1,,ENSG00000102287,GABRE
ENSCGRG00001000432,ENSCGRG00001000432.1,Tmem35b,ENSG00000243749,TMEM35B
ENSCGRG00001000433,ENSCGRG00001000433.1,Lbx2,ENSG00000179528,LBX2
ENSCGRG00001000434,ENSCGRG00001000434.1,Gipr,ENSG00000010310,GIPR
ENSCGRG00001000435,ENSCGRG00001000435.1,Slc25a48,ENSG00000145832,SLC25A48
ENSCGRG00001000436,ENSCGRG00001000436.1,,ENSG00000138160,KIF11
ENSCGRG00001000437,ENSCGRG00001000437.1,Adh5,ENSG00000197894,ADH5
ENSCGRG00001000438,ENSCGRG00001000438.1,Hnrnpl,ENSG00000104824,HNRNPL
ENSCGRG00001000439,ENSCGRG00001000439.1,Hrh3,ENSG00000101180,HRH3
ENSCGRG00001000440,ENSCGRG00001000440.1,Cyp2u1,ENSG00000155016,CYP2U1
ENSCGRG00001000441,ENSCGRG00001000441.1,,ENSG00000124097,HMGB1P1
ENSCGRG00001000442,ENSCGRG00001000442.1,Phactr3,ENSG00000087495,PHACTR3
ENSCGRG00001000443,ENSCGRG00001000443.1,Ninl,ENSG00000101004,NINL
ENSCGRG00001000444,ENSCGRG00001000444.1,Alas1,ENSG00000023330,ALAS1
ENSCGRG00001000445,ENSCGRG00001000445.1,Dnajc9,ENSG00000213551,DNAJC9
ENSCGRG00001000446,ENSCGRG00001000446.1,,,
ENSCGRG00001000447,ENSCGRG00001000447.1,Pex26,ENSG00000215193,PEX26
ENSCGRG00001000448,ENSCGRG00001000448.1,Ankrd65,ENSG00000235098,ANKRD65
ENSCGRG00001000449,ENSCGRG00001000449.1,Icam5,ENSG00000105376,ICAM5
ENSCGRG00001000450,ENSCGRG00001000450.1,Lsm8,ENSG00000128534,LSM8
ENSCGRG00001000451,ENSCGRG00001000451.1,Gas2l1,ENSG00000185340,GAS2L1
ENSCGRG00001000452,ENSCGRG00001000452.1,Fryl,ENSG00000075539,FRYL
ENSCGRG00001000453,ENSCGRG00001000453.1,,,
ENSCGRG00001000454,ENSCGRG00001000454.1,Cga,ENSG00000135346,CGA
ENSCGRG00001000455,ENSCGRG00001000455.1,Pepd,ENSG00000124299,PEPD
ENSCGRG00001000456,ENSCGRG00001000456.1,,ENSG00000121067,SPOP
ENSCGRG00001000457,ENSCGRG00001000457.1,Kcp,ENSG00000135253,KCP
ENSCGRG00001000458,ENSCGRG00001000458.1,C1rl,ENSG00000139178,C1RL
ENSCGRG00001000459,ENSCGRG00001000459.1,Ccdc12,ENSG00000160799,CCDC12
ENSCGRG00001000460,ENSCGRG00001000460.1,Plaat1,ENSG00000127252,PLAAT1
ENSCGRG00001000461,ENSCGRG00001000461.1,Ripk3,ENSG00000129465,RIPK3
ENSCGRG00001000462,ENSCGRG00001000462.1,Mrpl23,ENSG00000276345,
ENSCGRG00001000462,ENSCGRG00001000462.1,Mrpl23,ENSG00000214026,MRPL23
ENSCGRG00001000463,ENSCGRG00001000463.1,Mzt1,ENSG00000204899,MZT1
ENSCGRG00001000464,ENSCGRG00001000464.1,Eif4g2,ENSG00000110321,EIF4G2
ENSCGRG00001000465,ENSCGRG00001000465.1,Gm15557,,
ENSCGRG00001000466,ENSCGRG00001000466.1,,ENSG00000074800,ENO1
ENSCGRG00001000467,ENSCGRG00001000467.1,Tex43,ENSG00000196900,TEX43
ENSCGRG00001000468,ENSCGRG00001000468.1,Kcnc1,ENSG00000129159,KCNC1
ENSCGRG00001000469,ENSCGRG00001000469.1,,,
ENSCGRG00001000470,ENSCGRG00001000470.1,Itih4,ENSG00000055955,ITIH4
ENSCGRG00001000471,ENSCGRG00001000471.1,Hacd2,ENSG00000206527,HACD2
ENSCGRG00001000472,ENSCGRG00001000472.1,Apmap,ENSG00000101474,APMAP
ENSCGRG00001000473,ENSCGRG00001000473.1,,ENSG00000147604,RPL7
ENSCGRG00001000474,ENSCGRG00001000474.1,9130401M01Rik,ENSG00000189376,C8orf76
ENSCGRG00001000475,ENSCGRG00001000475.1,Slc6a11,ENSG00000132164,SLC6A11
ENSCGRG00001000476,ENSCGRG00001000476.1,Agbl5,ENSG00000084693,AGBL5
ENSCGRG00001000477,ENSCGRG00001000477.1,Elmod3,ENSG00000115459,ELMOD3
ENSCGRG00001000478,ENSCGRG00001000478.1,Haghl,ENSG00000103253,HAGHL
ENSCGRG00001000479,ENSCGRG00001000479.1,Rgs9,ENSG00000108370,RGS9
ENSCGRG00001000480,ENSCGRG00001000480.1,Nmi,ENSG00000123609,NMI
ENSCGRG00001000481,ENSCGRG00001000481.1,Hoxa4,ENSG00000197576,HOXA4
ENSCGRG00001000482,ENSCGRG00001000482.1,Rd3l,ENSG00000227729,RD3L
ENSCGRG00001000483,ENSCGRG00001000483.1,Epx,ENSG00000121053,EPX
ENSCGRG00001000484,ENSCGRG00001000484.1,,,
ENSCGRG00001000485,ENSCGRG00001000485.1,,,
ENSCGRG00001000486,ENSCGRG00001000486.1,Pglyrp2,ENSG00000161031,PGLYRP2
ENSCGRG00001000487,ENSCGRG00001000487.1,Tlcd3b,ENSG00000149926,TLCD3B
ENSCGRG00001000488,ENSCGRG00001000488.1,Fxr2,ENSG00000129245,FXR2
ENSCGRG00001000489,ENSCGRG00001000489.1,Jag2,ENSG00000184916,JAG2
ENSCGRG00001000490,ENSCGRG00001000490.1,Clps,ENSG00000137392,CLPS
ENSCGRG00001000491,ENSCGRG00001000491.1,Polr3k,ENSG00000161980,POLR3K
ENSCGRG00001000492,ENSCGRG00001000492.1,,ENSG00000074800,ENO1
ENSCGRG00001000493,ENSCGRG00001000493.1,Mettl27,ENSG00000165171,METTL27
ENSCGRG00001000494,ENSCGRG00001000494.1,Foxa2,ENSG00000125798,FOXA2
ENSCGRG00001000495,ENSCGRG00001000495.1,Jakmip3,ENSG00000188385,JAKMIP3
ENSCGRG00001000496,ENSCGRG00001000496.1,Tshz2,ENSG00000182463,TSHZ2
ENSCGRG00001000497,ENSCGRG00001000497.1,Dapk1,ENSG00000196730,DAPK1
ENSCGRG00001000498,ENSCGRG00001000498.1,Zpbp2,ENSG00000186075,ZPBP2
ENSCGRG00001000499,ENSCGRG00001000499.1,Polr1f,ENSG00000105849,POLR1F
ENSCGRG00001000500,ENSCGRG00001000500.1,Trim50,ENSG00000146755,TRIM50
ENSCGRG00001000501,ENSCGRG00001000501.1,Ppfibp2,ENSG00000166387,PPFIBP2
ENSCGRG00001000502,ENSCGRG00001000502.1,Pde4b,ENSG00000184588,PDE4B
ENSCGRG00001000503,ENSCGRG00001000503.1,Dlx2,ENSG00000115844,DLX2
ENSCGRG00001000504,ENSCGRG00001000504.1,Dyrk1a,ENSG00000157540,DYRK1A
ENSCGRG00001000505,ENSCGRG00001000505.1,Tmem64,ENSG00000180694,TMEM64
ENSCGRG00001000506,ENSCGRG00001000506.1,,ENSG00000164458,TBXT
ENSCGRG00001000507,ENSCGRG00001000507.1,Zfp551,ENSG00000204519,ZNF551
ENSCGRG00001000508,ENSCGRG00001000508.1,Anks3,ENSG00000168096,ANKS3
ENSCGRG00001000509,ENSCGRG00001000509.1,Eva1c,ENSG00000166979,EVA1C
ENSCGRG00001000510,ENSCGRG00001000510.1,Sfrp5,ENSG00000120057,SFRP5
ENSCGRG00001000511,ENSCGRG00001000511.1,Use1,ENSG00000053501,USE1
ENSCGRG00001000512,ENSCGRG00001000512.1,Mslnl,ENSG00000162006,MSLNL
ENSCGRG00001000513,ENSCGRG00001000513.1,Srbd1,ENSG00000068784,SRBD1
ENSCGRG00001000514,ENSCGRG00001000514.1,Fam47e,ENSG00000189157,FAM47E
ENSCGRG00001000515,ENSCGRG00001000515.1,Triml2,ENSG00000179046,TRIML2
ENSCGRG00001000516,ENSCGRG00001000516.1,Pycard,ENSG00000103490,PYCARD
ENSCGRG00001000517,ENSCGRG00001000517.1,Ccdc40,ENSG00000141519,CCDC40
ENSCGRG00001000518,ENSCGRG00001000518.1,Atxn7l1,ENSG00000146776,ATXN7L1
ENSCGRG00001000519,ENSCGRG00001000519.1,,,
ENSCGRG00001000520,ENSCGRG00001000520.1,Tnfsf13,ENSG00000161955,TNFSF13
ENSCGRG00001000521,ENSCGRG00001000521.1,Sla,ENSG00000155926,SLA
ENSCGRG00001000522,ENSCGRG00001000522.1,Aldoa,,
ENSCGRG00001000523,ENSCGRG00001000523.1,Txlna,ENSG00000084652,TXLNA
ENSCGRG00001000524,ENSCGRG00001000524.1,Aloxe3,ENSG00000179148,ALOXE3
ENSCGRG00001000525,ENSCGRG00001000525.1,Chrnb2,ENSG00000160716,CHRNB2
ENSCGRG00001000526,ENSCGRG00001000526.1,,,
ENSCGRG00001000527,ENSCGRG00001000527.1,Tgds,ENSG00000088451,TGDS
ENSCGRG00001000528,ENSCGRG00001000528.1,P3h3,ENSG00000110811,P3H3
ENSCGRG00001000529,ENSCGRG00001000529.1,Dctn4,ENSG00000132912,DCTN4
ENSCGRG00001000530,ENSCGRG00001000530.1,Ksr2,ENSG00000171435,KSR2
ENSCGRG00001000531,ENSCGRG00001000531.1,Avl9,ENSG00000105778,AVL9
ENSCGRG00001000532,ENSCGRG00001000532.1,Hspa12a,ENSG00000165868,HSPA12A
ENSCGRG00001000533,ENSCGRG00001000533.1,Cyld,ENSG00000083799,CYLD
ENSCGRG00001000534,ENSCGRG00001000534.1,,ENSG00000126698,DNAJC8
ENSCGRG00001000535,ENSCGRG00001000535.1,Dynlrb2,ENSG00000168589,DYNLRB2
ENSCGRG00001000536,ENSCGRG00001000536.1,Folh1,ENSG00000086205,FOLH1
ENSCGRG00001000537,ENSCGRG00001000537.1,Abcf3,ENSG00000161204,ABCF3
ENSCGRG00001000538,ENSCGRG00001000538.1,Cep295,ENSG00000166004,CEP295
ENSCGRG00001000539,ENSCGRG00001000539.1,Sem1,ENSG00000127922,SEM1
ENSCGRG00001000540,ENSCGRG00001000540.1,,ENSG00000132294,EFR3A
ENSCGRG00001000541,ENSCGRG00001000541.1,,ENSG00000182628,SKA2
ENSCGRG00001000542,ENSCGRG00001000542.1,Nlgn3,ENSG00000196338,NLGN3
ENSCGRG00001000543,ENSCGRG00001000543.1,Leprotl1,ENSG00000104660,LEPROTL1
ENSCGRG00001000544,ENSCGRG00001000544.1,Srrm4,ENSG00000139767,SRRM4
ENSCGRG00001000545,ENSCGRG00001000545.1,Orc6,ENSG00000091651,ORC6
ENSCGRG00001000546,ENSCGRG00001000546.1,Csmd1,ENSG00000183117,CSMD1
ENSCGRG00001000547,ENSCGRG00001000547.1,Alk,ENSG00000171094,ALK
ENSCGRG00001000548,ENSCGRG00001000548.1,Adgre5,ENSG00000123146,ADGRE5
ENSCGRG00001000549,ENSCGRG00001000549.1,Agbl2,ENSG00000165923,AGBL2
ENSCGRG00001000550,ENSCGRG00001000550.1,Strn3,ENSG00000196792,STRN3
ENSCGRG00001000551,ENSCGRG00001000551.1,,ENSG00000153574,RPIA
ENSCGRG00001000552,ENSCGRG00001000552.1,Sdc4,ENSG00000124145,SDC4
ENSCGRG00001000553,ENSCGRG00001000553.1,Sdha,ENSG00000073578,SDHA
ENSCGRG00001000554,ENSCGRG00001000554.1,Nradd,,
ENSCGRG00001000555,ENSCGRG00001000555.1,Gm15517,,
ENSCGRG00001000556,ENSCGRG00001000556.1,Adamts15,ENSG00000166106,ADAMTS15
ENSCGRG00001000557,ENSCGRG00001000557.1,Dcaf4,ENSG00000176566,DCAF4L2
ENSCGRG00001000557,ENSCGRG00001000557.1,Dcaf4,ENSG00000119599,DCAF4
ENSCGRG00001000558,ENSCGRG00001000558.1,Abcc9,ENSG00000069431,ABCC9
ENSCGRG00001000559,ENSCGRG00001000559.1,,ENSG00000198901,PRC1
ENSCGRG00001000560,ENSCGRG00001000560.1,Impdh1,ENSG00000106348,IMPDH1
ENSCGRG00001000561,ENSCGRG00001000561.1,Isl1,ENSG00000016082,ISL1
ENSCGRG00001000562,ENSCGRG00001000562.1,,ENSG00000105398,SULT2A1
ENSCGRG00001000563,ENSCGRG00001000563.1,Zdhhc14,ENSG00000175048,ZDHHC14
ENSCGRG00001000564,ENSCGRG00001000564.1,C330018D20Rik,ENSG00000164241,C5orf63
ENSCGRG00001000565,ENSCGRG00001000565.1,,,
ENSCGRG00001000566,ENSCGRG00001000566.1,Ptbp1,,
ENSCGRG00001000567,ENSCGRG00001000567.1,Thegl,ENSG00000249693,THEGL
ENSCGRG00001000568,ENSCGRG00001000568.1,,,
ENSCGRG00001000569,ENSCGRG00001000569.1,Chek2,ENSG00000183765,CHEK2
ENSCGRG00001000570,ENSCGRG00001000570.1,,ENSG00000198758,EPS8L3
ENSCGRG00001000571,ENSCGRG00001000571.1,,ENSG00000183347,GBP6
ENSCGRG00001000572,ENSCGRG00001000572.1,,,
ENSCGRG00001000573,ENSCGRG00001000573.1,Cep57l1,ENSG00000183137,CEP57L1
ENSCGRG00001000574,ENSCGRG00001000574.1,Map3k14,ENSG00000006062,MAP3K14
ENSCGRG00001000575,ENSCGRG00001000575.1,Extl1,ENSG00000158008,EXTL1
ENSCGRG00001000576,ENSCGRG00001000576.1,Zfp26,,
ENSCGRG00001000577,ENSCGRG00001000577.1,Gpr165,,
ENSCGRG00001000578,ENSCGRG00001000578.1,,,
ENSCGRG00001000579,ENSCGRG00001000579.1,,ENSG00000225528,
ENSCGRG00001000580,ENSCGRG00001000580.1,Ankub1,ENSG00000206199,ANKUB1
ENSCGRG00001000581,ENSCGRG00001000581.1,Exoc7,ENSG00000182473,EXOC7
ENSCGRG00001000582,ENSCGRG00001000582.1,Gucd1,ENSG00000138867,GUCD1
ENSCGRG00001000583,ENSCGRG00001000583.1,Cacna1s,ENSG00000081248,CACNA1S
ENSCGRG00001000584,ENSCGRG00001000584.1,,,
ENSCGRG00001000585,ENSCGRG00001000585.1,Calhm4,ENSG00000164451,CALHM4
ENSCGRG00001000586,ENSCGRG00001000586.1,Plpp2,ENSG00000141934,PLPP2
ENSCGRG00001000587,ENSCGRG00001000587.1,,ENSG00000196182,STK40
ENSCGRG00001000588,ENSCGRG00001000588.1,Dand5,ENSG00000179284,DAND5
ENSCGRG00001000589,ENSCGRG00001000589.1,Syn3,ENSG00000185666,SYN3
ENSCGRG00001000590,ENSCGRG00001000590.1,Mroh2a,ENSG00000185038,MROH2A
ENSCGRG00001000591,ENSCGRG00001000591.1,,ENSG00000081818,PCDHB4
ENSCGRG00001000592,ENSCGRG00001000592.1,Sec11c,ENSG00000166562,SEC11C
ENSCGRG00001000593,ENSCGRG00001000593.1,Brms1,ENSG00000174744,BRMS1
ENSCGRG00001000594,ENSCGRG00001000594.1,Phtf1,ENSG00000116793,PHTF1
ENSCGRG00001000595,ENSCGRG00001000595.1,,ENSG00000196616,ADH1B
ENSCGRG00001000595,ENSCGRG00001000595.1,,ENSG00000187758,ADH1A
