From	To	Species	Gene Name
ENSCGRG00001018347	100750499	Cricetulus griseus	coiled-coil domain containing 39(Ccdc39)
ENSCGRG00001017016	100773086	Cricetulus griseus	neutrophil cytosolic factor 4(Ncf4)
ENSCGRG00001021999	100774173	Cricetulus griseus	kinesin family member 5B(Kif5b)
ENSCGRG00001019679	100768794	Cricetulus griseus	MLX interacting protein(Mlxip)
ENSCGRG00001017015	100772808	Cricetulus griseus	phospholipid phosphatase 5(Plpp5)
ENSCGRG00001018349	100751581	Cricetulus griseus	gamma-glutamyl hydrolase(Ggh)
ENSCGRG00001019677	100762841	Cricetulus griseus	ubiquitin like with PHD and ring finger domains 2(Uhrf2)
ENSCGRG00001017017	100760705	Cricetulus griseus	neurite extension and migration factor(Nexmif)
ENSCGRG00001019678	100763292	Cricetulus griseus	ATPase phospholipid transporting 8B1(Atp8b1)
ENSCGRG00001018343	100756021	Cricetulus griseus	syntaxin 5(Stx5)
ENSCGRG00001017011	100753865	Cricetulus griseus	cyclin dependent kinase like 2(Cdkl2)
ENSCGRG00001019676	100773665	Cricetulus griseus	Abelson helper integration site 1(Ahi1)
ENSCGRG00001017014	100755878	Cricetulus griseus	inhibin subunit beta C(Inhbc)
ENSCGRG00001019673	100752953	Cricetulus griseus	kallikrein-8(LOC100752953)
ENSCGRG00001018344	100767621	Cricetulus griseus	TSC complex subunit 1(Tsc1)
ENSCGRG00001019674	100755817	Cricetulus griseus	exocyst complex component 2(Exoc2)
ENSCGRG00001017019	100752812	Cricetulus griseus	kinectin 1(Ktn1)
ENSCGRG00001021990	100768269	Cricetulus griseus	small nuclear ribonucleoprotein D3 polypeptide(Snrpd3)
ENSCGRG00001020671	100766959	Cricetulus griseus	cytochrome c oxidase assembly factor 5(LOC100766959)
ENSCGRG00001018350	103160089	Cricetulus griseus	chromosome 2 C18orf32 homolog(C2H18orf32)
ENSCGRG00001002845	100770226	Cricetulus griseus	KAT8 regulatory NSL complex subunit 3(Kansl3)
ENSCGRG00001001514	100765819	Cricetulus griseus	protein kinase C iota(Prkci)
ENSCGRG00001001515	100760117	Cricetulus griseus	sirtuin 6(Sirt6)
ENSCGRG00001018352	100759746	Cricetulus griseus	caspase 4(Casp4)
ENSCGRG00001019680	100753021	Cricetulus griseus	caveolin 1(Cav1)
ENSCGRG00001001516	113835061	Cricetulus griseus	complexin 2(Cplx2)
ENSCGRG00001018351	113833242	Cricetulus griseus	POU domain, class 4, transcription factor 1-like(LOC113833242)
ENSCGRG00001019681	100774016	Cricetulus griseus	acyl-CoA thioesterase 6(Acot6)
ENSCGRG00001020675	100762990	Cricetulus griseus	lipocalin 10(Lcn10)
ENSCGRG00001020676	100770370	Cricetulus griseus	small nuclear ribonucleoprotein U1 subunit 70(Snrnp70)
ENSCGRG00001002840	100774587	Cricetulus griseus	natriuretic peptide receptor 3(Npr3)
ENSCGRG00001020677	100755799	Cricetulus griseus	Wnt family member 7B(Wnt7b)
ENSCGRG00001020678	100752348	Cricetulus griseus	legumain(Lgmn)
ENSCGRG00001020679	100765726	Cricetulus griseus	formin like 1(Fmnl1)
ENSCGRG00001017026	100766796	Cricetulus griseus	biogenesis of lysosomal organelles complex 1 subunit 5(Bloc1s5)
ENSCGRG00001017026	100689310	Cricetulus griseus	eukaryotic translation elongation factor 1 epsilon 1(Eef1e1)
ENSCGRG00001017029	100756009	Cricetulus griseus	UbiA prenyltransferase domain containing 1(Ubiad1)
ENSCGRG00001019688	100754222	Cricetulus griseus	NADH:ubiquinone oxidoreductase subunit B7(Ndufb7)
ENSCGRG00001017028	100765509	Cricetulus griseus	cell division cycle 25B(Cdc25b)
ENSCGRG00001018353	100770320	Cricetulus griseus	zinc finger CCCH-type containing 8(Zc3h8)
ENSCGRG00001002848	100751522	Cricetulus griseus	biliverdin reductase A(Blvra)
ENSCGRG00001018356	100756338	Cricetulus griseus	KH and NYN domain containing(Khnyn)
ENSCGRG00001019684	100752058	Cricetulus griseus	kallikrein-12(LOC100752058)
ENSCGRG00001017024	100754736	Cricetulus griseus	ubiquitin specific peptidase 53(Usp53)
ENSCGRG00001020682	100771398	Cricetulus griseus	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta(Ywhah)
ENSCGRG00001018361	100754558	Cricetulus griseus	MyoD family inhibitor domain containing 2(Mdfic2)
ENSCGRG00001017030	100770569	Cricetulus griseus	aurora kinase A interacting protein 1(Aurkaip1)
ENSCGRG00001019693	100769459	Cricetulus griseus	C-X-C chemokine receptor type 1(LOC100769459)
ENSCGRG00001020683	100750893	Cricetulus griseus	acetoacetyl-CoA synthetase(Aacs)
ENSCGRG00001018360	100758652	Cricetulus griseus	acyl-CoA thioesterase 13(Acot13)
ENSCGRG00001019694	100762607	Cricetulus griseus	four and a half LIM domains 2(Fhl2)
ENSCGRG00001018363	100757184	Cricetulus griseus	cysteine rich with EGF like domains 1(Creld1)
ENSCGRG00001017032	100750678	Cricetulus griseus	Src homology 2 domain containing E(She)
ENSCGRG00001019691	100767492	Cricetulus griseus	nicotinamide phosphoribosyltransferase(Nampt)
ENSCGRG00001018362	100763209	Cricetulus griseus	ectodysplasin A receptor(Edar)
ENSCGRG00001019692	100770626	Cricetulus griseus	catechol-O-methyltransferase(Comt)
ENSCGRG00001020687	100773409	Cricetulus griseus	CDK5 regulatory subunit associated protein 1(Cdk5rap1)
ENSCGRG00001019690	100755717	Cricetulus griseus	clarin 3(Clrn3)
ENSCGRG00001020688	113830745	Cricetulus griseus	rogdi atypical leucine zipper(Rogdi)
ENSCGRG00001020689	100755364	Cricetulus griseus	immunoglobulin superfamily member 9(Igsf9)
ENSCGRG00001002831	100753895	Cricetulus griseus	BAF chromatin remodeling complex subunit BCL7A(Bcl7a)
ENSCGRG00001018369	100763399	Cricetulus griseus	olfactory receptor 9A2(LOC100763399)
ENSCGRG00001017038	113836810	Cricetulus griseus	E3 ubiquitin-protein ligase TRIM17(LOC113836810)
ENSCGRG00001018368	100751937	Cricetulus griseus	paraspeckle component 1(Pspc1)
ENSCGRG00001017039	100757002	Cricetulus griseus	angiogenic factor with G-patch and FHA domains 1(Aggf1)
ENSCGRG00001001506	100767443	Cricetulus griseus	NFKB inhibitor interacting Ras like 1(Nkiras1)
ENSCGRG00001018365	100754109	Cricetulus griseus	mediator complex subunit 15(Med15)
ENSCGRG00001001507	100753640	Cricetulus griseus	exosome component 3(Exosc3)
ENSCGRG00001018364	100756283	Cricetulus griseus	lysine acetyltransferase 8(Kat8)
ENSCGRG00001017033	100774931	Cricetulus griseus	amyloid beta precursor protein binding family A member 1(Apba1)
ENSCGRG00001018367	100752466	Cricetulus griseus	zinc finger CCHC-type containing 9(Zcchc9)
ENSCGRG00001019695	100761982	Cricetulus griseus	Scm like with four mbt domains 2(Sfmbt2)
ENSCGRG00001017035	100757699	Cricetulus griseus	visinin like 1(Vsnl1)
ENSCGRG00001002839	100751573	Cricetulus griseus	MIER1 transcriptional regulator(Mier1)
ENSCGRG00001019696	100771019	Cricetulus griseus	poly(A) binding protein nuclear 1(Pabpn1)
ENSCGRG00001020680	100772350	Cricetulus griseus	scavenger receptor class F member 2(Scarf2)
ENSCGRG00001020681	100768114	Cricetulus griseus	pyridine nucleotide-disulphide oxidoreductase domain 2(Pyroxd2)
ENSCGRG00001020693	100769125	Cricetulus griseus	tubulin tyrosine ligase like 12(Ttll12)
ENSCGRG00001018372	100771061	Cricetulus griseus	FXYD domain containing ion transport regulator 2(Fxyd2)
ENSCGRG00001020694	100764519	Cricetulus griseus	bone morphogenetic protein receptor type 2(Bmpr2)
ENSCGRG00001020695	100771911	Cricetulus griseus	DExD-box helicase 52(Ddx52)
ENSCGRG00001017043	100755182	Cricetulus griseus	osteoglycin(Ogn)
ENSCGRG00001020696	100763504	Cricetulus griseus	flotillin 1(Flot1)
ENSCGRG00001018373	100774678	Cricetulus griseus	mab-21 like 3(Mab21l3)
ENSCGRG00001017042	100760664	Cricetulus griseus	nucleosome assembly protein 1 like 4(Nap1l4)
ENSCGRG00001018370	100761260	Cricetulus griseus	angiopoietin 4(Angpt4)
ENSCGRG00001017049	100770175	Cricetulus griseus	paired box 7(Pax7)
ENSCGRG00001018376	100752351	Cricetulus griseus	RAB40B, member RAS oncogene family(Rab40b)
ENSCGRG00001002827	100766979	Cricetulus griseus	pleckstrin homology domain containing A3(Plekha3)
ENSCGRG00001018375	100763394	Cricetulus griseus	dpy-30 histone methyltransferase complex regulatory subunit(Dpy30)
ENSCGRG00001017044	100753937	Cricetulus griseus	epoxide hydrolase 3(Ephx3)
ENSCGRG00001002829	100760146	Cricetulus griseus	xyloside xylosyltransferase 1(Xxylt1)
ENSCGRG00001017046	100689281	Cricetulus griseus	apurinic/apyrimidinic endodeoxyribonuclease 1(Apex1)
ENSCGRG00001002828	100761552	Cricetulus griseus	nescient helix-loop-helix 1(Nhlh1)
ENSCGRG00001005090	100770345	Cricetulus griseus	G protein-coupled receptor 87(Gpr87)
ENSCGRG00001020691	100758260	Cricetulus griseus	adaptor related protein complex 1 subunit mu 2(Ap1m2)
ENSCGRG00001020692	100757693	Cricetulus griseus	arginine vasopressin receptor 1B(Avpr1b)
ENSCGRG00001017052	100755962	Cricetulus griseus	solute carrier family 26 member 5(Slc26a5)
ENSCGRG00001018382	100754306	Cricetulus griseus	transmembrane and coiled-coil domain family 2(Tmcc2)
ENSCGRG00001018385	100760766	Cricetulus griseus	myosin light chain 1(Myl1)
ENSCGRG00001002814	100758259	Cricetulus griseus	RNA binding protein, mRNA processing factor(Rbpms)
ENSCGRG00001017053	100761020	Cricetulus griseus	peroxisomal biogenesis factor 11 alpha(Pex11a)
ENSCGRG00001018381	100752074	Cricetulus griseus	WD repeat domain 37(Wdr37)
ENSCGRG00001017050	100773056	Cricetulus griseus	Sad1 and UNC84 domain containing 2(Sun2)
ENSCGRG00001018387	100758489	Cricetulus griseus	midline 1(Mid1)
ENSCGRG00001017056	100750917	Cricetulus griseus	nuclear cap binding protein subunit 2(Ncbp2)
ENSCGRG00001017058	100761458	Cricetulus griseus	RuvB like AAA ATPase 1(Ruvbl1)
ENSCGRG00001017057	100752133	Cricetulus griseus	ubiquitin like 7(Ubl7)
ENSCGRG00001005089	100756626	Cricetulus griseus	Yip1 domain family member 2(Yipf2)
ENSCGRG00001012170	100758018	Cricetulus griseus	peroxisomal biogenesis factor 10(Pex10)
ENSCGRG00001008904	100757247	Cricetulus griseus	rhophilin Rho GTPase binding protein 1(Rhpn1)
ENSCGRG00001012174	100756334	Cricetulus griseus	IST1 factor associated with ESCRT-III(Ist1)
ENSCGRG00001012176	100755338	Cricetulus griseus	armadillo like helical domain containing 1(Armh1)
ENSCGRG00001012175	100769175	Cricetulus griseus	cAMP regulated phosphoprotein 21(Arpp21)
ENSCGRG00001008909	100753904	Cricetulus griseus	USH1 protein network component harmonin binding protein 1(Ushbp1)
ENSCGRG00001012179	100751039	Cricetulus griseus	family with sequence similarity 149 member A(Fam149a)
ENSCGRG00001024152	100766545	Cricetulus griseus	procollagen C-endopeptidase enhancer 2(Pcolce2)
ENSCGRG00001008900	100764968	Cricetulus griseus	small glutamine rich tetratricopeptide repeat co-chaperone alpha(Sgta)
ENSCGRG00001000185	100763963	Cricetulus griseus	uridine-cytidine kinase 1 like 1(Uckl1)
ENSCGRG00001024153	100757080	Cricetulus griseus	prostaglandin F receptor(Ptgfr)
ENSCGRG00001000186	100770551	Cricetulus griseus	adaptor related protein complex 3 subunit sigma 1(Ap3s1)
ENSCGRG00001024150	100751196	Cricetulus griseus	intestinal-type alkaline phosphatase(LOC100751196)
ENSCGRG00001000187	100752476	Cricetulus griseus	chromosome 3 C11orf42 homolog(C3H11orf42)
ENSCGRG00001024151	100770051	Cricetulus griseus	proteasome 26S subunit, ATPase 1(Psmc1)
ENSCGRG00001024156	100774024	Cricetulus griseus	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase(Nagpa)
ENSCGRG00001024157	100768262	Cricetulus griseus	opsin 1, medium wave sensitive(Opn1mw)
ENSCGRG00001000182	100752848	Cricetulus griseus	SLX1 homolog A, structure-specific endonuclease subunit(Slx1a)
ENSCGRG00001024154	100754996	Cricetulus griseus	aldehyde dehydrogenase 6 family member A1(Aldh6a1)
ENSCGRG00001000183	100774630	Cricetulus griseus	discs large MAGUK scaffold protein 1(Dlg1)
ENSCGRG00001024155	100766398	Cricetulus griseus	chromosome 2 C5orf22 homolog(C2H5orf22)
ENSCGRG00001000179	100771279	Cricetulus griseus	transmembrane protein 35A(Tmem35a)
ENSCGRG00001012185	100760533	Cricetulus griseus	estrogen related receptor gamma(Esrrg)
ENSCGRG00001012182	100753028	Cricetulus griseus	prostaglandin E receptor 1(Ptger1)
ENSCGRG00001012189	100771232	Cricetulus griseus	neuromedin U(Nmu)
ENSCGRG00001024163	100760456	Cricetulus griseus	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3gnt7)
ENSCGRG00001024164	100766097	Cricetulus griseus	tudor domain containing 7(Tdrd7)
ENSCGRG00001000175	100750518	Cricetulus griseus	ectonucleotide pyrophosphatase/phosphodiesterase 1(Enpp1)
ENSCGRG00001024161	100768523	Cricetulus griseus	polypeptide N-acetylgalactosaminyltransferase 10(Galnt10)
ENSCGRG00001024162	100765041	Cricetulus griseus	neuroglobin(Ngb)
ENSCGRG00001000177	100750700	Cricetulus griseus	solute carrier family 25 member 40(Slc25a40)
ENSCGRG00001024168	100682539	Cricetulus griseus	solute carrier family 35 member C2(Slc35c2)
ENSCGRG00001000171	100752741	Cricetulus griseus	heat shock factor protein 2(LOC100752741)
ENSCGRG00001024165	100768127	Cricetulus griseus	mutS homolog 2(Msh2)
ENSCGRG00001000172	100767403	Cricetulus griseus	leucine rich repeats and immunoglobulin like domains 2(Lrig2)
ENSCGRG00001024166	100770455	Cricetulus griseus	CXXC finger protein 1(Cxxc1)
ENSCGRG00001001498	100765090	Cricetulus griseus	zinc finger and BTB domain containing 38(Zbtb38)
ENSCGRG00001001499	100761693	Cricetulus griseus	inter-alpha-trypsin inhibitor heavy chain 5(Itih5)
ENSCGRG00001000168	100765173	Cricetulus griseus	FAM3 metabolism regulating signaling molecule D(Fam3d)
ENSCGRG00001012196	100768580	Cricetulus griseus	N-6 adenine-specific DNA methyltransferase 1(N6amt1)
ENSCGRG00001021900	100770542	Cricetulus griseus	ring finger protein 103(Rnf103)
ENSCGRG00001012195	100764405	Cricetulus griseus	olfactory receptor 10Q1(LOC100764405)
ENSCGRG00001021901	100757812	Cricetulus griseus	ectonucleotide pyrophosphatase/phosphodiesterase family member 5(Enpp5)
ENSCGRG00001021902	100766541	Cricetulus griseus	mevalonate diphosphate decarboxylase(Mvd)
ENSCGRG00001012193	100774207	Cricetulus griseus	HPS4 biogenesis of lysosomal organelles complex 3 subunit 2(Hps4)
ENSCGRG00001021904	100766831	Cricetulus griseus	TATA-box binding protein associated factor 13(Taf13)
ENSCGRG00001021905	100750565	Cricetulus griseus	ubiquitin conjugating enzyme E2 L3(Ube2l3)
ENSCGRG00001012198	100755072	Cricetulus griseus	tolloid like 1(Tll1)
ENSCGRG00001012197	100753764	Cricetulus griseus	caveolae associated protein 3(Cavin3)
ENSCGRG00001021907	100756109	Cricetulus griseus	glutathione peroxidase 7(Gpx7)
ENSCGRG00001024171	100766733	Cricetulus griseus	inhibin subunit alpha(Inha)
ENSCGRG00001001494	100750357	Cricetulus griseus	glutathione S-transferase mu 3(Gstm3)
ENSCGRG00001024174	100772007	Cricetulus griseus	ADP ribosylation factor like GTPase 6 interacting protein 4(Arl6ip4)
ENSCGRG00001000163	100771343	Cricetulus griseus	lysyl oxidase like 2(Loxl2)
ENSCGRG00001024175	100765758	Cricetulus griseus	transmembrane protein 247(Tmem247)
ENSCGRG00001000164	100768948	Cricetulus griseus	serine dehydratase like(Sdsl)
ENSCGRG00001000165	100758148	Cricetulus griseus	cyclin L1(Ccnl1)
ENSCGRG00001024173	100750761	Cricetulus griseus	phosphoinositide-3-kinase regulatory subunit 1(Pik3r1)
ENSCGRG00001024179	100773842	Cricetulus griseus	formin like 2(Fmnl2)
ENSCGRG00001000161	100752080	Cricetulus griseus	non-SMC condensin II complex subunit D3(Ncapd3)
ENSCGRG00001024177	100757118	Cricetulus griseus	retinol dehydrogenase 14(Rdh14)
ENSCGRG00001001487	100772080	Cricetulus griseus	calmodulin regulated spectrin associated protein family member 3(Camsap3)
ENSCGRG00001000157	100770048	Cricetulus griseus	tripartite motif containing 45(Trim45)
ENSCGRG00001000158	100765664	Cricetulus griseus	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2(Pcmtd2)
ENSCGRG00001021911	100769148	Cricetulus griseus	vacuolar fusion protein CCZ1 homolog(LOC100769148)
ENSCGRG00001021913	100763385	Cricetulus griseus	mitochondria localized glutamic acid rich protein(Mgarp)
ENSCGRG00001021915	100759380	Cricetulus griseus	A-kinase anchoring protein 10(Akap10)
ENSCGRG00001021918	100768660	Cricetulus griseus	cytochrome c oxidase assembly protein COX18, mitochondrial(LOC100768660)
ENSCGRG00001024181	100750398	Cricetulus griseus	coiled-coil-helix-coiled-coil-helix domain containing 3(Chchd3)
ENSCGRG00001024182	100765489	Cricetulus griseus	actin related protein 5(Actr5)
ENSCGRG00001024180	100751934	Cricetulus griseus	plexin domain containing 2(Plxdc2)
ENSCGRG00001024185	100753184	Cricetulus griseus	phosphoglucomutase 1(Pgm1)
ENSCGRG00001001484	100773889	Cricetulus griseus	sorting nexin 9(Snx9)
ENSCGRG00001001485	100761952	Cricetulus griseus	lipase member M(LOC100761952)
ENSCGRG00001024184	100773929	Cricetulus griseus	cleavage and polyadenylation specific factor 4(Cpsf4)
ENSCGRG00001000155	100764857	Cricetulus griseus	proteasome 26S subunit, non-ATPase 8(Psmd8)
ENSCGRG00001024189	100769882	Cricetulus griseus	zinc finger RANBP2-type containing 1(Zranb1)
ENSCGRG00001001480	100770318	Cricetulus griseus	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1(Agap1)
ENSCGRG00001001481	100768399	Cricetulus griseus	proteasome 26S subunit, non-ATPase 5(Psmd5)
ENSCGRG00001000150	100753802	Cricetulus griseus	histidine ammonia-lyase(Hal)
ENSCGRG00001000149	100757712	Cricetulus griseus	DEF6 guanine nucleotide exchange factor(Def6)
ENSCGRG00001000145	100758187	Cricetulus griseus	coiled-coil domain containing 103(Ccdc103)
ENSCGRG00001001478	100766376	Cricetulus griseus	anaphase promoting complex subunit 5(Anapc5)
ENSCGRG00001000147	100763382	Cricetulus griseus	bombesin receptor subtype 3(Brs3)
ENSCGRG00001021920	100772862	Cricetulus griseus	occludin(Ocln)
ENSCGRG00001001479	100760144	Cricetulus griseus	olfactory receptor 51G2(LOC100760144)
ENSCGRG00001000148	100752957	Cricetulus griseus	ribosomal protein S18(Rps18)
ENSCGRG00001021921	100758658	Cricetulus griseus	oncoprotein induced transcript 3(Oit3)
ENSCGRG00001019602	100751361	Cricetulus griseus	lysine acetyltransferase 6A(Kat6a)
ENSCGRG00001021923	100767226	Cricetulus griseus	DENN domain containing 5A(Dennd5a)
ENSCGRG00001019603	100750874	Cricetulus griseus	endoplasmic reticulum protein 44(Erp44)
ENSCGRG00001021925	100763401	Cricetulus griseus	meiosis specific with coiled-coil domain(Meioc)
ENSCGRG00001021926	100753645	Cricetulus griseus	DLEC1 cilia and flagella associated protein(Dlec1)
ENSCGRG00001021929	100759261	Cricetulus griseus	actin related protein 10(Actr10)
ENSCGRG00001021919	100762566	Cricetulus griseus	laminin subunit beta 2(Lamb2)
ENSCGRG00001019608	100752840	Cricetulus griseus	holocarboxylase synthetase(Hlcs)
ENSCGRG00001019609	100770466	Cricetulus griseus	minichromosome maintenance complex component 4(Mcm4)
ENSCGRG00001024192	100753109	Cricetulus griseus	hyperpolarization activated cyclic nucleotide gated potassium channel 1(Hcn1)
ENSCGRG00001024193	100756793	Cricetulus griseus	mitogen-activated protein kinase kinase 3(Map2k3)
ENSCGRG00001019607	100770306	Cricetulus griseus	exocyst complex component 1(Exoc1)
ENSCGRG00001000141	100772200	Cricetulus griseus	growth differentiation factor 2(Gdf2)
ENSCGRG00001000142	100754298	Cricetulus griseus	AP-3 complex subunit sigma-2(LOC100754298)
ENSCGRG00001001475	100751256	Cricetulus griseus	arylsulfatase G(Arsg)
ENSCGRG00001024198	100769052	Cricetulus griseus	sarcolemma associated protein(Slmap)
