NCBI GeneID	Symbol	Description
3979178	ND4L	NADH dehydrogenase subunit 4L
3979188	ATP6	ATP synthase F0 subunit 6
100682533	Aimp2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2
100752199	Oaz2	ornithine decarboxylase antizyme 2
102464838	Mirlet7b	microRNA let-7b
102464839	Mirlet7c-1	microRNA let-7c-1
102464840	Mirlet7f	microRNA let-7f
102464841	Mirlet7g	microRNA let-7g
102464842	Mir1	microRNA mir-1
102464843	Mir100	microRNA mir-100
102464844	Mir103	microRNA mir-103
102464845	Mir106b	microRNA mir-106b
102464846	Mir107	microRNA mir-107
102464847	Mir122	microRNA mir-122
102464848	Mir124	microRNA mir-124
102464849	Mir125a	microRNA mir-125a
102464850	Mir126a	microRNA mir-126a
102464851	Mir1260	microRNA mir-1260
102464852	Mir1285	microRNA mir-1285
102464853	Mir129	microRNA mir-129
102464854	Mir130a	microRNA mir-130a
102464855	Mir130b	microRNA mir-130b
102464856	Mir134	microRNA mir-134
102464857	Mir137	microRNA mir-137
102464858	Mir138	microRNA mir-138
102464859	Mir140	microRNA mir-140
102464860	Mir141	microRNA mir-141
102464861	Mir142	microRNA mir-142
102464862	Mir143	microRNA mir-143
102464863	Mir146b	microRNA mir-146b
102464864	Mir147	microRNA mir-147
102464865	Mir148b	microRNA mir-148b
102464866	Mir151	microRNA mir-151
102464867	Mir152	microRNA mir-152
102464868	Mir15a	microRNA mir-15a
102464869	Mir16	microRNA mir-16
102464870	Mir17	microRNA mir-17
102464871	Mir181b	microRNA mir-181b
102464872	Mir181c	microRNA mir-181c
102464873	Mir181d	microRNA mir-181d
102464874	Mir1839	microRNA mir-1839
102464875	Mir184	microRNA mir-184
102464876	Mir1843	microRNA mir-1843
102464877	Mir186	microRNA mir-186
102464878	Mir187	microRNA mir-187
102464879	Mir188	microRNA mir-188
102464880	Mir1903	microRNA mir-1903
102464881	Mir190b	microRNA mir-190b
102464882	Mir192	microRNA mir-192
102464883	Mir194	microRNA mir-194
102464884	Mir195	microRNA mir-195
102464885	Mir1956	microRNA mir-1956
102464886	Mir196a	microRNA mir-196a
102464887	Mir196c	microRNA mir-196c
102464888	Mir1973	microRNA mir-1973
102464889	Mir199a	microRNA mir-199a
102464890	Mir19b	microRNA mir-19b
102464891	Mir200b	microRNA mir-200b
102464892	Mir200c	microRNA mir-200c
102464893	Mir205	microRNA mir-205
102464894	Mir206	microRNA mir-206
102464895	Mir210	microRNA mir-210
102464896	Mir215	microRNA mir-215
102464897	Mir218a	microRNA mir-218a
102464898	Mir22	microRNA mir-22
102464899	Mir221	microRNA mir-221
102464900	Mir222	microRNA mir-222
102464902	Mir24	microRNA mir-24
102464903	Mir25	microRNA mir-25
102464904	Mir26b	microRNA mir-26b
102464905	Mir27a	microRNA mir-27a
102464906	Mir27b	microRNA mir-27b
102464907	Mir296	microRNA mir-296
102464908	Mir298	microRNA mir-298
102464909	Mir29b	microRNA mir-29b
102464910	Mir301a	microRNA mir-301a
102464911	Mir3072	microRNA mir-3072
102464912	Mir30a	microRNA mir-30a
102464914	Mir30e	microRNA mir-30e
102464915	Mir31	microRNA mir-31
102464916	Mir32	microRNA mir-32
102464917	Mir322	microRNA mir-322
102464918	Mir324	microRNA mir-324
102464919	Mir325	microRNA mir-325
102464920	Mir33	microRNA mir-33
102464921	Mir331	microRNA mir-331
102464922	Mir338	microRNA mir-338
102464923	Mir340	microRNA mir-340
102464924	Mir342	microRNA mir-342
102464925	Mir345	microRNA mir-345
102464926	Mir34c	microRNA mir-34c
102464927	Mir350	microRNA mir-350
102464928	Mir362	microRNA mir-362
102464929	Mir365	microRNA mir-365
102464930	Mir369	microRNA mir-369
102464931	Mir378	microRNA mir-378
102464932	Mir379	microRNA mir-379
102464933	Mir381	microRNA mir-381
102464934	Mir384	microRNA mir-384
102464935	Mir409	microRNA mir-409
102464936	Mir412	microRNA mir-412
102464937	Mir423	microRNA mir-423
102464938	Mir450a	microRNA mir-450a
102464939	Mir450b	microRNA mir-450b
102464940	Mir455	microRNA mir-455
102464941	Mir486	microRNA mir-486
102464942	Mir497	microRNA mir-497
102464943	Mir499	microRNA mir-499
102464944	Mir501	microRNA mir-501
102464945	Mir503	microRNA mir-503
102464946	Mir504	microRNA mir-504
102464947	Mir542	microRNA mir-542
102464948	Mir582	microRNA mir-582
102464949	Mir598	microRNA mir-598
102464950	Mir628	microRNA mir-628
102464951	Mir632	microRNA mir-632
102464952	Mir652	microRNA mir-652
102464953	Mir672	microRNA mir-672
102464954	Mir674	microRNA mir-674
102464955	Mir702	microRNA mir-702
102464956	Mir744	microRNA mir-744
102464957	Mir7b	microRNA mir-7b
102464958	Mir872	microRNA mir-872
102464959	Mir92a	microRNA mir-92a
102464960	Mir92b	microRNA mir-92b
102464961	Mir93	microRNA mir-93
102464962	Mir99a	microRNA mir-99a
102464963	Mir6091	microRNA mir-6091
102464964	Mir6092	microRNA mir-6092
102465945	Mirlet7d	microRNA let-7d
102465946	Mir155	microRNA mir-155
102465947	Mir212	microRNA mir-212
102465948	Mir300	microRNA mir-300
102465949	Mir429	microRNA mir-429
102465950	Mir653	microRNA mir-653
102466105	Mirlet7i	microRNA let-7i
102466106	Mir10a	microRNA mir-10a
102466107	Mir1343	microRNA mir-1343
102466108	Mir144	microRNA mir-144
102466109	Mir154	microRNA mir-154
102466110	Mir18a	microRNA mir-18a
102466111	Mir1949	microRNA mir-1949
102466112	Mir199b	microRNA mir-199b
102466113	Mir2424	microRNA mir-2424
102466114	Mir29a	microRNA mir-29a
102466115	Mir30d	microRNA mir-30d
102466116	Mir328	microRNA mir-328
102466117	Mir374	microRNA mir-374
102466118	Mir410	microRNA mir-410
102466119	Mir496	microRNA mir-496
102466120	Mir671	microRNA mir-671
102466121	Mir874	microRNA mir-874
102466265	Mir191	microRNA mir-191
102466520	Mirlet7a-1	microRNA let-7a-1
102466521	Mir101b	microRNA mir-101b
102466522	Mir10b	microRNA mir-10b
102466523	Mir125b	microRNA mir-125b
102466524	Mir128	microRNA mir-128
102466525	Mir132	microRNA mir-132
102466526	Mir139	microRNA mir-139
102466527	Mir146a	microRNA mir-146a
102466528	Mir149	microRNA mir-149
102466529	Mir15b	microRNA mir-15b
102466530	Mir181a	microRNA mir-181a
102466531	Mir183	microRNA mir-183
102466532	Mir185	microRNA mir-185
102466533	Mir190a	microRNA mir-190a
102466534	Mir193b	microRNA mir-193b
102466535	Mir196b	microRNA mir-196b
102466536	Mir19a	microRNA mir-19a
102466537	Mir204	microRNA mir-204
102466538	Mir214	microRNA mir-214
102466540	Mir26a-2	microRNA mir-26a-2
102466541	Mir28	microRNA mir-28
102466542	Mir29c	microRNA mir-29c
102466543	Mir30b	microRNA mir-30b
102466544	Mir320a	microRNA mir-320a
102466545	Mir326	microRNA mir-326
102466546	Mir339	microRNA mir-339
102466547	Mir34a	microRNA mir-34a
102466548	Mir361	microRNA mir-361
102466550	Mir382	microRNA mir-382
102466551	Mir425	microRNA mir-425
102466552	Mir484	microRNA mir-484
102466553	Mir500	microRNA mir-500
102466554	Mir505	microRNA mir-505
102466555	Mir615	microRNA mir-615
102466556	Mir664	microRNA mir-664
102466557	Mir708	microRNA mir-708
102466558	Mir9	microRNA mir-9
102466559	Mir98	microRNA mir-98
102466902	Mir1306	microRNA mir-1306
102466903	Mir344	microRNA mir-344
102466954	Mir1271	microRNA mir-1271
102466955	Mir182	microRNA mir-182
102466956	Mir20a	microRNA mir-20a
102466957	Mir34b	microRNA mir-34b
102466958	Mir532	microRNA mir-532
103160341	Oaz1	ornithine decarboxylase antizyme 1
100689037	Gja4	gap junction protein alpha 4
100689286	Gjb6	gap junction protein beta 6
100689357	Gjc1	gap junction protein gamma 1
100765131	Gjb4	gap junction protein beta 4
100774865	Azin2	antizyme inhibitor 2
100752902	Acss2	acyl-CoA synthetase short chain family member 2
100753707	Rps6	ribosomal protein S6
100755237	Ckap5	cytoskeleton associated protein 5
100756000	Dcun1d4	defective in cullin neddylation 1 domain containing 4
100757730	Rer1	retention in endoplasmic reticulum sorting receptor 1
100763093	Atp6v1c2	ATPase H+ transporting V1 subunit C2
100765424	Eme2	essential meiotic structure-specific endonuclease subunit 2
100769656	Trnau1ap	tRNA selenocysteine 1 associated protein 1
100773775	Tnfsf4	TNF superfamily member 4
100682538	Ahr	aryl hydrocarbon receptor
100682539	Slc35c2	solute carrier family 35 member C2
100689030	Slc35b4	solute carrier family 35 member B4
100689062	Xbp1	X-box binding protein 1
100689065	Gna11	G protein subunit alpha 11
100689067	Gnas	GNAS complex locus
100689069	Gnao1	G protein subunit alpha o1
100689070	Gnai1	G protein subunit alpha i1
100689071	Gna13	G protein subunit alpha 13
100689086	Srsf1	serine and arginine rich splicing factor 1
100689096	Calr	calreticulin
100689097	Creld2	cysteine rich with EGF like domains 2
100689103	Ssb	small RNA binding exonuclease protection factor La
100689176	Slc7a1	solute carrier family 7 member 1
100689185	Tlr6	toll like receptor 6
100689187	St3gal3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3
100689190	Gnat1	G protein subunit alpha transducin 1
100689202	Gls	glutaminase
100689208	Abcc1	ATP binding cassette subfamily C member 1
100689210	Gnpda1	glucosamine-6-phosphate deaminase 1
100689237	Birc6	baculoviral IAP repeat containing 6
100689239	Dicer1	dicer 1, ribonuclease III
100689247	Cnbp	CCHC-type zinc finger nucleic acid binding protein
100689251	Pik3ca	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
100689252	Pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
100689254	Noc3l	NOC3 like DNA replication regulator
100689255	Washc2	family with sequence similarity 21, member C
100689273	Fancg	FA complementation group G
100689294	Dpm2	dolichyl-phosphate mannosyltransferase subunit 2, regulatory
100689327	Serpinh1	serpin family H member 1
100689331	Rad52	RAD52 homolog, DNA repair protein
100689335	Pcna	proliferating cell nuclear antigen
100689338	Ddr2	discoidin domain receptor tyrosine kinase 2
100689341	Cdc7	cell division cycle 7
100689343	Pdia3	protein disulfide isomerase family A member 3
100689344	Taldo1	transaldolase 1
100689345	Canx	calnexin
100689347	B4galt5	beta-1,4-galactosyltransferase 5
100689348	Gfus	GDP-L-fucose synthase
100689349	Prdx2	peroxiredoxin 2
100689353	C1d	C1D nuclear receptor corepressor
100689354	Prelid3b	PRELI domain containing 3B
100689373	Neu1	neuraminidase 1
100689375	Pls3	plastin 3
100689376	Rpl13	ribosomal protein L13
100689378	Pex13	peroxisomal biogenesis factor 13
100689381	Dnaja1	DnaJ heat shock protein family (Hsp40) member A1
100689390	Rnaseh1	ribonuclease H1
100689392	Ctsz	cathepsin Z
100689393	Gmnn	geminin DNA replication inhibitor
100689397	Hsp90aa1	heat shock protein 90 alpha family class A member 1
100689408	Rps4x	ribosomal protein S4 X-linked
100689410	Tsn	translin
100689420	Dpm1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic
100689423	Hbegf	heparin binding EGF like growth factor
100689428	Icam1	intercellular adhesion molecule 1
100689436	Gmds	GDP-mannose 4,6-dehydratase
100689437	Dld	dihydrolipoamide dehydrogenase
100689456	Edem1	ER degradation enhancing alpha-mannosidase like protein 1
100689458	Rnps1	RNA binding protein with serine rich domain 1
100689460	Cdt1	chromatin licensing and DNA replication factor 1
100689461	Antxr2	ANTXR cell adhesion molecule 2
100689469	G6pd	glucose-6-phosphate dehydrogenase
100689477	Actb	actin beta
100750332	Bmpr1a	bone morphogenetic protein receptor type 1A
100750343	Lamtor1	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1
100750352	Pdhx	pyruvate dehydrogenase complex component X
100750353	Hilpda	hypoxia inducible lipid droplet associated
100750354	Rps6ka4	ribosomal protein S6 kinase A4
100750357	Gstm3	glutathione S-transferase mu 3
100750358	Xpo6	exportin 6
100750362	Tctn1	tectonic family member 1
100750368	Smarca1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
100750372	Dis3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
100750373	Sh3kbp1	SH3 domain containing kinase binding protein 1
100750375	Srpx2	sushi repeat containing protein X-linked 2
100750379	Socs4	suppressor of cytokine signaling 4
100750380	Pdzd8	PDZ domain containing 8
100750384	Tp53rk	TP53 regulating kinase
100750386	Bod1	biorientation of chromosomes in cell division 1
100750388	Eif2s2	eukaryotic translation initiation factor 2 subunit beta
100750389	Lrrc40	leucine rich repeat containing 40
100750390	Ube2q1	ubiquitin conjugating enzyme E2 Q1
100750391	Slc25a23	solute carrier family 25 member 23
100750393	Itga1	integrin subunit alpha 1
100750394	Pno1	partner of NOB1 homolog
100750396	Pxk	PX domain containing serine/threonine kinase like
100750397	Etv3	ETS variant transcription factor 3
100750398	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3
100750401	Mtmr12	myotubularin related protein 12
100750404	Gstk1	glutathione S-transferase kappa 1
100750408	Ppt1	palmitoyl-protein thioesterase 1
100750415	Cuedc2	CUE domain containing 2
100750416	Mbd5	methyl-CpG binding domain protein 5
100750417	N4bp1	NEDD4 binding protein 1
100750420	Pde2a	phosphodiesterase 2A
100750425	Psmd2	proteasome 26S subunit ubiquitin receptor, non-ATPase 2
100750426	Btrc	beta-transducin repeat containing E3 ubiquitin protein ligase
100750427	Dtl	denticleless E3 ubiquitin protein ligase homolog
100750431	Rnf40	ring finger protein 40
100750439	Akr1e2	aldo-keto reductase family 1 member E2
100750440	Sfxn3	sideroflexin 3
100750444	Selenof	selenoprotein F
100750445	Pdcd6	programmed cell death 6
100750447	Tprn	taperin
100750451	Itm2c	integral membrane protein 2C
100750454	Tlr3	toll like receptor 3
100750457	Cidec	cell death inducing DFFA like effector c
100750460	Gpbp1l1	GC-rich promoter binding protein 1 like 1
100750463	Zw10	zw10 kinetochore protein
100750466	Bcl10	BCL10 immune signaling adaptor
100750469	Il18	interleukin 18
100750477	Hemk1	HemK methyltransferase family member 1
100750479	Gpr19	G protein-coupled receptor 19
100750483	Pgam5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase
100750484	C2H2orf69	chromosome 2 C2orf69 homolog
100750485	Dennd11	DENN domain containing 11
100750487	Mospd2	motile sperm domain containing 2
100750488	Ikbkb	inhibitor of nuclear factor kappa B kinase subunit beta
100750489	Oasl	2'-5'-oligoadenylate synthetase like
100750491	Vangl1	VANGL planar cell polarity protein 1
100750494	Fmo5	flavin containing dimethylaniline monoxygenase 5
100750503	Cdc42bpa	CDC42 binding protein kinase alpha
100750506	Znf451	zinc finger protein 451
100750518	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1
100750521	Dclre1a	DNA cross-link repair 1A
100750522	Capza1	capping actin protein of muscle Z-line subunit alpha 1
100750530	Gclm	glutamate-cysteine ligase modifier subunit
100750532	Xpo7	exportin 7
100750534	Prpf18	pre-mRNA processing factor 18
100750535	Rnf11	ring finger protein 11
100750544	Rad21	RAD21 cohesin complex component
100750552	Hexa	hexosaminidase subunit alpha
100750555	Acbd6	acyl-CoA binding domain containing 6
100750556	Nr3c2	nuclear receptor subfamily 3 group C member 2
100750559	Phlpp1	PH domain and leucine rich repeat protein phosphatase 1
100750563	Apc	APC regulator of WNT signaling pathway
100750565	Ube2l3	ubiquitin conjugating enzyme E2 L3
100750570	Dus2	dihydrouridine synthase 2
100750573	Ptgr2	prostaglandin reductase 2
100750575	Kmt2b	lysine methyltransferase 2B
100750576	Retsat	retinol saturase
100750577	Xylb	xylulokinase
100750578	Rcbtb2	RCC1 and BTB domain containing protein 2
100750579	Invs	inversin
100750580	Cs	citrate synthase
100750581	C3H7orf25	chromosome 3 C7orf25 homolog
100750582	Ankrd49	ankyrin repeat domain 49
100750586	Mrto4	MRT4 homolog, ribosome maturation factor
100750588	Snx18	sorting nexin 18
100750589	Bard1	BRCA1 associated RING domain 1
100750591	Dip2b	disco interacting protein 2 homolog B
100750602	Rpl27a	ribosomal protein L27a
100750605	Cnpy4	canopy FGF signaling regulator 4
100750607	Pfdn6	prefoldin subunit 6
100750608	Vnn1	vanin 1
100750609	Ap2b1	adaptor related protein complex 2 subunit beta 1
100750619	Rrp15	ribosomal RNA processing 15 homolog
100750620	Bnip2	BCL2 interacting protein 2
100750624	Ccdc50	coiled-coil domain containing 50
100750631	Lrrc51	Leucine-rich repeat-containing protein 51
100750636	Kdelr3	KDEL endoplasmic reticulum protein retention receptor 3
100750640	Cd44	CD44 molecule (Indian blood group)
100750661	Eif1ax	eukaryotic translation initiation factor 1A X-linked
100750667	Gch1	GTP cyclohydrolase 1
100750675	Dera	deoxyribose-phosphate aldolase
100750677	Srsf11	serine and arginine rich splicing factor 11
100750679	Tnfsf9	TNF superfamily member 9
100750680	Ern1	endoplasmic reticulum to nucleus signaling 1
100750681	Pelo	pelota mRNA surveillance and ribosome rescue factor
100750682	Etaa1	ETAA1 activator of ATR kinase
100750683	Cdc34	cell division cycle 34, ubiqiutin conjugating enzyme
100750685	Exoc4	exocyst complex component 4
100750694	Zcchc7	zinc finger CCHC-type containing 7
100750696	Rragc	Ras related GTP binding C
100750698	Prrc2c	proline rich coiled-coil 2C
100750700	Slc25a40	solute carrier family 25 member 40
100750703	Supt16h	SPT16 homolog, facilitates chromatin remodeling subunit
100750704	Actr1a	actin related protein 1A
100750707	Rpl35	ribosomal protein L35
100750709	Brwd1	bromodomain and WD repeat domain containing 1
100750715	Ints7	integrator complex subunit 7
100750721	Atg4a	autophagy related 4A cysteine peptidase
100750723	Gde1	glycerophosphodiester phosphodiesterase 1
100750724	Klf6	KLF transcription factor 6
100750725	Kazald1	Kazal type serine peptidase inhibitor domain 1
100750726	Osgin1	oxidative stress induced growth inhibitor 1
100750732	Sdha	succinate dehydrogenase complex flavoprotein subunit A
100750733	Rbm19	RNA binding motif protein 19
100750734	Tmem203	transmembrane protein 203
100750738	Azi2	5-azacytidine induced 2
100750748	Arfgef1	ADP ribosylation factor guanine nucleotide exchange factor 1
100750750	Rc3h1	ring finger and CCCH-type domains 1
100750756	Pts	6-pyruvoyltetrahydropterin synthase
100750759	Slc25a42	solute carrier family 25 member 42
100750762	Chpt1	choline phosphotransferase 1
100750767	Mapk8ip3	mitogen-activated protein kinase 8 interacting protein 3
100750771	Laptm4a	lysosomal protein transmembrane 4 alpha
100750774	Fancb	FA complementation group B
100750775	Plat	plasminogen activator, tissue type
