Reaction,Min,Max
HMR_8287,0.0,500.0
M1316M2g,0.0,111.1111111111111
M1316Mg,0.0,111.1111111111111
M13N14N3T1g,0.0,0.0
M13N14N3T2g,0.0,0.0
M13N14N3T3g,0.0,0.0
M13N14N3T4g,0.0,0.0
M13N2Tg,0.0,111.1111111111111
M13N4T1g,0.0,0.0
M13N4T2g,0.0,0.0
M13N4T3g,0.0,0.0
M13N4Tg,0.0,0.0
M14NTg,0.0,111.1111111111111
M1613N1614N3T1g,0.0,0.0
M1613N1614N3T2g,0.0,0.0
M1613N3xN3T1g,0.0,0.0
M1613N3xN3T2g,0.0,0.0
M16N1216N3T1g,0.0,0.0
M16N1216N3T2g,0.0,0.0
M16N12N3T1g,0.0,0.0
M16N12N3T2g,0.0,0.0
M16N16N3T1g,0.0,0.0
M16N16N3T2g,0.0,0.0
M16N4Tg,0.0,0.0
M16N6T1g,0.0,0.0
M16N6T2g,0.0,0.0
M16N6T3g,0.0,0.0
M16N6Tg,0.0,0.0
M16NT1g,0.0,111.1111111111112
M16NTg,0.0,111.1111111111111
M4MPDOL_ter,0.0,111.11111111111113
M7MASNBterg,0.0,111.1111111111111
M8MASNterg,0.0,111.11111111111111
MAN1_6B1er,0.0,0.0
MAN1_7Ber,0.0,0.0
MAN2_6B1er,0.0,0.0
MAN2_7Cer,0.0,0.0
MG1er,0.0,111.1111111111111
MG2er,0.0,111.1111111111111
MG3er,0.0,111.1111111111111
MM5ag,0.0,111.1111111111111
MM5bg,0.0,111.1111111111111
MM5cg,0.0,111.1111111111111
MM6B1ag,0.0,111.1111111111111
MM6B1bg,0.0,111.1111111111111
MM6B2g,0.0,111.1111111111111
MM6ag,0.0,111.11111111111111
MM6bg,0.0,111.1111111111111
MM7Ag,0.0,111.1111111111111
MM7B1g,0.0,111.1111111111111
MM7B2g,0.0,111.1111111111111
MM7Cag,0.0,111.11111111111111
MM7Cbg,0.0,111.1111111111111
MM8Ag,0.0,111.1111111111111
MM8Ber,0.0,111.1111111111111
MM8Cg,0.0,111.1111111111111
N3Tg,0.0,200.0
N4Tg,0.0,333.3333333333333
NS26T2g,0.0,0.0
NS26Tg,0.0,0.0
S23TN10g,0.0,0.0
S23TN11g,0.0,0.0
S23TN12g,0.0,0.0
S23TN13g,0.0,0.0
S23TN14g,0.0,0.0
S23TN15g,0.0,0.0
S23TN16g,0.0,0.0
S23TN17g,0.0,0.0
S23TN18g,0.0,0.0
S23TN19g,0.0,0.0
S23TN20g,0.0,0.0
S23TN21g,0.0,0.0
S23TN22g,0.0,0.0
S23TN2g,0.0,0.0
S23TN3g,0.0,0.0
S23TN4g,0.0,0.0
S23TN5g,0.0,0.0
S23TN6g,0.0,0.0
S23TN7g,0.0,0.0
S23TN8g,0.0,0.0
S23TN9g,0.0,0.0
S23Tg,0.0,0.0
S26Tg,0.0,111.11111111111111
SIAASE,0.0,0.0
SIAASEly,0.0,111.11111111111111
ST3GAL31g,0.0,500.0
ST3GAL61g,0.0,500.0
ST3GAL62g,0.0,250.0
ST8SIA56g,0.0,500.0
UDPDOLPT,0.0,1000.0
5AOPtm,-1000.0,0.0
AG13T10g,0.0,35.714285714285715
AG13T11g,0.0,35.714285714285715
AG13T12g,0.0,35.714285714285715
AG13T13g,0.0,35.714285714285715
AG13T14g,0.0,35.714285714285715
AG13T15g,0.0,35.714285714285715
AG13T16g,0.0,90.9090909090909
AG13T17g,0.0,90.9090909090909
AG13T18g,0.0,90.9090909090909
AG13T1g,0.0,100.0
AG13T2g,0.0,100.0
AG13T3g,0.0,100.0
AG13T4g,0.0,35.714285714285715
AG13T5g,0.0,35.714285714285715
AG13T6g,0.0,35.714285714285715
AG13T7g,0.0,35.714285714285715
AG13T8g,0.0,35.714285714285715
AG13T9g,0.0,35.71428571428578
BIDGLCURr,0.0,1000.0
BILIRED,0.0,1000.0
BILIRED2,0.0,1000.0
CPPPGO,0.0,125.0
DOLPOMTr,0.0,0.0
ENGASE3ly,0.0,71.42857142857143
FCLTm,0.0,1000.0
FE3R2e,0.0,1000.0
FSERterg,0.0,0.0
FUCASE2e,0.0,1000.0
FUCASE2ly,0.0,71.42857142857143
FUT121g,0.0,333.3333333333333
G14T10g,0.0,35.714285714285715
G14T11g,0.0,35.714285714285715
G14T12g,0.0,35.714285714285715
G14T13g,0.0,35.714285714285715
G14T14g,0.0,35.714285714285715
G14T15g,0.0,35.714285714285715
G14T16g,0.0,35.714285714285715
G14T17g,0.0,35.714285714285715
G14T18g,0.0,90.9090909090909
G14T19g,0.0,90.9090909090909
G14T20g,0.0,90.9090909090909
G14T21g,0.0,90.90909090909092
G14T2g,0.0,100.0
G14T3g,0.0,100.0
G14T4g,0.0,100.0
G14T5g,0.0,100.0
G14T6g,0.0,35.714285714285666
G14T7g,0.0,35.714285714285715
G14T8g,0.0,35.714285714285715
G14T9g,0.0,35.714285714285715
G14Tg_1,0.0,0.0
G14Tg_new2,0.0,0.0
G14Tg_new3,0.0,0.0
G14Tg_new4,0.0,0.0
G14Tg_new5,0.0,0.0
GALASE10ly,0.0,71.42857142857143
GALASE11ly,0.0,71.42857142857143
GALASE12ly,0.0,71.42857142857143
GALASE13ly,0.0,71.42857142857143
GALASE14ly,0.0,71.42857142857143
GALASE15ly,0.0,71.42857142857144
GALASE16ly,0.0,200.0
GALASE17ly,0.0,200.0
GALASE18ly,0.0,200.0
GALASE19ly,0.0,333.3333333333333
GALASE20ly,0.0,200.0
GALASE3ly,0.0,71.42857142857143
GALASE4ly,0.0,71.42857142857143
GALASE5ly,0.0,71.42857142857143
GALASE6ly,0.0,71.42857142857143
GALASE7ly,0.0,71.42857142857143
GALASE8ly,0.0,71.42857142857143
GALASE9ly,0.0,71.42857142857143
GapFill-R03166,0.0,0.0
GASNASE3ly,0.0,71.42857142857143
GAUGE-R00310,-1000.0,125.0
GAUGE-R06895,0.0,125.0
GDPFPOFTr,0.0,0.0
GGTA1g,0.0,333.3333333333333
GLCNCTg,0.0,1000.0
GNOFGALTg,0.0,0.0
GNOFPGALT2g,0.0,0.0
GNOFPGALTg,0.0,0.0
GNPT,0.0,0.0
GXYLTr,0.0,0.0
HEMELm,0.0,0.0
HMBS,0.0,125.0
HMR_4757,-1000.0,125.0
HMR_4763,0.0,0.0
HMR_4772,0.0,0.0
HMR_5166,0.0,25.176862255513882
HMR_5285,0.0,0.0
HMR_5286,0.0,0.0
HMR_5287,0.0,0.0
HMR_5289,0.0,0.0
HMR_5290,0.0,0.0
HMR_7469,0.0,166.66666666666666
HMR_7617,0.0,1000.0
HMR_7618,0.0,1000.0
HMR_7619,0.0,0.0
HMR_7622,0.0,0.0
HMR_7624,0.0,1000.0
HMR_7626,0.0,0.0
HOXG,0.0,1000.0
HYAL,0.0,1000.0
HYALe,0.0,500.0
LARGEg,0.0,0.0
M16N4Tg_new1,0.0,0.0
M16N4Tg_new2,0.0,0.0
MNSERGALTg,0.0,0.0
MSERterg,0.0,0.0
NACHEX10ly,0.0,71.42857142857143
NACHEX11ly,0.0,71.42857142857143
NACHEX12ly,0.0,71.42857142857143
NACHEX13ly,0.0,71.42857142857143
NACHEX14ly,0.0,71.42857142857143
NACHEX15ly,0.0,71.42857142857143
NACHEX16ly,0.0,71.42857142857143
NACHEX17ly,0.0,71.42857142857143
NACHEX18ly,0.0,71.42857142857143
NACHEX19ly,0.0,71.42857142857143
NACHEX20ly,0.0,71.42857142857143
NACHEX21ly,0.0,71.42857142857144
NACHEX22ly,0.0,71.42857142857144
NACHEX23ly,0.0,200.0
NACHEX24ly,0.0,200.0
NACHEX25ly,0.0,200.0
NACHEX26ly,0.0,200.0
NACHEXA10ly,0.0,71.42857142857143
NACHEXA11ly,0.0,71.42857142857143
NACHEXA12ly,0.0,71.42857142857143
NACHEXA13ly,0.0,71.42857142857143
NACHEXA14ly,0.0,71.42857142857143
NACHEXA15ly,0.0,71.42857142857143
NACHEXA16ly,0.0,71.42857142857143
NACHEXA17ly,0.0,71.42857142857143
NACHEXA18ly,0.0,71.42857142857143
NACHEXA19ly,0.0,71.42857142857143
NACHEXA20ly,0.0,200.0
NACHEXA21ly,0.0,200.0
NACHEXA22ly,0.0,200.0
NACHEXA9ly,0.0,71.42857142857143
NAGA2ly,0.0,333.33333333333337
NAGLCAly,0.0,333.3333333333333
NAGPA,0.0,0.0
OFPGLCNACTg,0.0,0.0
OGLNA,0.0,1000.0
PCOREM3terg,0.0,0.0
PHELEUr,-1000.0,1000.0
POCDPRBTLT2g,0.0,0.0
POCDPRBTLTg,0.0,0.0
POGLCNACTg,0.0,0.0
POGLUTr,0.0,0.0
POMGNGALNTr,0.0,0.0
POMGNT2g,0.0,0.0
POMGNTr,0.0,0.0
POMKr,0.0,0.0
POXYLTg,0.0,0.0
PPBNGS,0.0,500.0
PPPG9tm,0.0,1000.0
PPPGOm,0.0,500.0
RBT5PCYTr,0.0,0.0
RE3051C,0.0,0.0
S16Tg_1,0.0,0.0
S23T2g,0.0,100.0
S23T3g,0.0,35.714285714285715
S23T4g,0.0,90.9090909090909
S6T10g,0.0,35.714285714285715
S6T11g,0.0,35.714285714285715
S6T12g,0.0,35.714285714285715
S6T13g,0.0,35.714285714285715
S6T14g,0.0,35.714285714285715
S6T15g,0.0,35.714285714285715
S6T16g,0.0,90.9090909090909
S6T17g,0.0,90.9090909090909
S6T18g,0.0,90.90909090909092
S6T1g,0.0,100.0
S6T2g,0.0,100.0
S6T3g,0.0,100.0
S6T4g,0.0,35.714285714285715
S6T5g,0.0,35.714285714285715
S6T6g,0.0,35.714285714285715
S6T7g,0.0,35.714285714285715
S6T8g,0.0,35.714285714285715
S6T9g,0.0,35.714285714285715
S6TASE10ly,0.0,71.42857142857143
S6TASE11ly,0.0,71.42857142857143
S6TASE12ly,0.0,71.42857142857143
S6TASE13ly,0.0,71.42857142857143
S6TASE14ly,0.0,71.42857142857143
S6TASE15ly,0.0,71.42857142857143
S6TASE16ly,0.0,71.42857142857143
S6TASE17ly,0.0,71.42857142857143
S6TASE18ly,0.0,71.42857142857143
S6TASE19ly,0.0,71.42857142857143
S6TASE20ly,0.0,71.42857142857143
S6TASE21ly,0.0,71.42857142857143
S6TASE22ly,0.0,200.0
S6TASE23ly,0.0,200.0
S6TASE24ly,0.0,200.0
S6TASE25ly,0.0,200.0
S6TASE26ly,0.0,200.0
SIAASE2ly,0.0,71.42857142857143
SIAASE3ly,0.0,200.0
SIAASE4ly,0.0,200.0
ST6GALGNFTg,0.0,0.0
TRPTYRTYRr,0.0,0.0
TRPVALASPr,0.0,0.0
UPDGOFUCBGTr,0.0,0.0
UPP3S,0.0,125.0
UPPDC1,0.0,125.0
VALARGGLYr,-1000.0,1000.0
VALHISASNr,0.0,0.0
VALLEUPHEr,0.0,0.0
VALLYSTYRr,-1000.0,1000.0
VALPHEARGr,0.0,0.0
VALPROTRPr,0.0,0.0
VALSERARGr,0.0,0.0
VALTRPPHEr,0.0,0.0
VALTRPVALr,-1000.0,1000.0
VALVALr,-1000.0,1000.0
2OXOADPTm,-1000.0,1000.0
34DHOXPEGOX,-1000.0,1000.0
34DHPHAMT,0.0,1000.0
34DHPLACOX,0.0,1000.0
34DHPLACOX_NADP,-1000.0,1000.0
34DHXMANDACOX,0.0,1000.0
34DHXMANDACOX_NADP,-1000.0,1000.0
34HPPOR,0.0,1000.0
34HPPYRI,0.0,0.0
3HAO,0.0,1000.0
3HKYNAKGAT,0.0,1000.0
3HKYNAKGATm,0.0,1000.0
3HLYTCL,0.0,1000.0
3HXKYNDCL,0.0,1000.0
3HXKYNOXDA,0.0,1000.0
3M4HDXPAC,0.0,1000.0
3MOX4HOXPGALDOX,0.0,1000.0
3MOX4HOXPGALDOX_NADP,-1000.0,1000.0
3MOXTYROX,0.0,1000.0
41R1H2MAE12BOOX,0.0,1000.0
41R2A1H12BOOX,0.0,1000.0
42A12BOOX,0.0,1000.0
4HOXPACDOX,0.0,1000.0
4HOXPACDOX_NADP,-1000.0,1000.0
5HLTDL,0.0,1000.0
5HOXINDACTO2OX,0.0,1000.0
5HOXINDACTOX,-1000.0,1000.0
5HOXINDACTOXm,0.0,0.0
5HOXINDACTtm,0.0,0.0
5HOXINOXDA,0.0,1000.0
5HTRPDOX,0.0,1000.0
5HXKYNDCL,0.0,1000.0
5HXKYNOXDA,0.0,1000.0
ACACT1r,-1000.0,1000.0
ACACT1rm,-1000.0,1000.0
ACSOMT,0.0,1000.0
ACSRTNMT,0.0,0.0
ALDD19x,-1000.0,1000.0
ALDD19x_P,0.0,1000.0
ALDD20x,0.0,1000.0
ALDD20xm,0.0,0.0
AM6SAD,0.0,1000.0
AMCOXO,0.0,1000.0
AMPTASECG,0.0,1000.0
AMPTASECGe,0.0,1000.0
DACGST,0.0,0.0
DCT,0.0,1000.0
DOPABMO,0.0,1000.0
DOPACHRMISO,0.0,1000.0
DOPAMT,0.0,1000.0
DOPAQNISO1,-1000.0,1000.0
DOPASULT,0.0,1000.0
DOPASULT4,0.0,0.0
ECOAH1m,-1000.0,1000.0
FALDH,-1000.0,1000.0
FKYNH,0.0,1000.0
FUMAC,0.0,1000.0
FUMAH,0.0,0.0
GGLUCT,0.0,1000.0
GGTe_1,0.0,1000.0
GLUCYS,0.0,1000.0
GLUTCOADHm,0.0,1000.0
GRXR,0.0,0.0
GTHP,0.0,1000.0
GTHP_CAT,0.0,1000.0
GTHP_CAT_m,0.0,1000.0
GTHPe,0.0,1000.0
GTHPm,0.0,1000.0
GTHRDt,0.0,1000.0
GTHS,0.0,1000.0
GTMLTe,0.0,1000.0
H2O2syn,0.0,1000.0
HACD1m,-1000.0,1000.0
HACD1x,-1000.0,0.0
HGNTOR,0.0,1000.0
HKYNH,0.0,1000.0
HMR_4227,0.0,0.0
HMR_4549,0.0,0.0
HMR_4556,0.0,0.0
HMR_6711,0.0,0.0
HMR_6717,0.0,1000.0
HMR_6727,0.0,0.0
HMR_6728,0.0,1000.0
HMR_6729,0.0,1000.0
HMR_6747,0.0,1000.0
HMR_6755,-1000.0,1000.0
HMR_6757,0.0,0.0
HMR_6813,0.0,0.0
HMR_6826,-1000.0,1000.0
HMR_6827,0.0,0.0
HMR_6834,-1000.0,1000.0
HMR_6835,0.0,0.0
HMR_6838,0.0,1000.0
HMR_6839,0.0,1000.0
HMR_6840,0.0,0.0
HMR_6841,0.0,0.0
HMR_6844,0.0,0.0
HMR_6848,0.0,0.0
HMR_6849,0.0,0.0
HMR_6850,0.0,1000.0
HMR_6854,-1000.0,1000.0
HMR_6855,0.0,0.0
HMR_6874,0.0,1000.0
HMR_7628,0.0,1000.0
HMR_7756,0.0,1000.0
HMR_8796,0.0,1000.0
IDHPOXOX2b,0.0,500.0
IDHPOXOX3,0.0,333.3333333333333
IDHPOXOX4,0.0,250.0
IDHPOXOXb,0.0,666.6666666666666
KYN,0.0,1000.0
KYN3OX,0.0,1000.0
KYNAKGAT,0.0,1000.0
KYNAKGATm,0.0,1000.0
KYNATESYN,0.0,1000.0
KYNATESYNm,0.0,1000.0
LFORKYNHYD,0.0,1000.0
LTDCL,0.0,1000.0
MACACI,0.0,1000.0
MAOLNOR,0.0,1000.0
MAOX,0.0,1000.0
MELATN23DOX,0.0,1000.0
MELATNOX,0.0,1000.0
NADPQNOXR,0.0,0.0
NADQNOXR,0.0,0.0
NORANMT,0.0,1000.0
NRPPHRSULT,0.0,1000.0
OPAHir,0.0,1000.0
PACCOAL,0.0,1000.0
PCLAD,0.0,1000.0
PEAMNO,0.0,1000.0
PHACCOAGLNAC,0.0,1000.0
PHACCOAGLYACm,0.0,0.0
PHEOX,0.0,1000.0
PHETA1,-1000.0,1000.0
PHETA1m,-1000.0,1000.0
PHETHPTOX2,0.0,1000.0
PHYCBOXL,0.0,1000.0
PPOR,0.0,1000.0
QUILSYN,0.0,1000.0
RE0549C,0.0,0.0
RE0908C,0.0,1000.0
RE0908G,0.0,0.0
RE0908R,0.0,0.0
RE0912C,0.0,1000.0
RE0916G,0.0,0.0
RE0916R,0.0,0.0
RE0918C,0.0,1000.0
RE0918G,0.0,0.0
RE0918R,0.0,0.0
RE0919C,0.0,0.0
RE0919R,0.0,0.0
RE0920C,0.0,0.0
RE0920R,0.0,0.0
RE0921C,0.0,0.0
RE0921R,0.0,0.0
RE0922C,0.0,0.0
RE0922R,0.0,0.0
RE0923C,0.0,0.0
RE0923R,0.0,0.0
RE0924C,0.0,0.0
RE0924R,0.0,0.0
RE0925C,0.0,0.0
RE0925R,0.0,0.0
RE0927C,0.0,0.0
RE0927R,0.0,0.0
RE0928C,0.0,0.0
RE0928R,0.0,0.0
RE1233C,-1000.0,1000.0
RE1233M,-1000.0,0.0
RE1651C,0.0,0.0
RE1653C,0.0,0.0
RE1711C,-1000.0,1000.0
RE1711C_2,-1000.0,1000.0
RE1711M,0.0,0.0
RE1916C,0.0,1000.0
RE1916X,0.0,0.0
RE1918C,-1000.0,1000.0
RE1919C,0.0,0.0
RE1920C,0.0,0.0
RE1921C,0.0,0.0
RE1922C,0.0,0.0
RE1923C,0.0,1000.0
RE1925C,-1000.0,0.0
RE1927C,0.0,0.0
RE2049C,0.0,0.0
RE2122C,0.0,0.0
RE2124C,0.0,0.0
RE2128C,0.0,0.0
RE2129C,0.0,0.0
RE2130C,0.0,0.0
RE2131C,0.0,0.0
RE2132C,0.0,0.0
RE2133C,0.0,0.0
RE2296C,0.0,1000.0
RE2296X,0.0,0.0
RE2349C,-1000.0,1000.0
RE2349M,-1000.0,0.0
RE2384C,0.0,0.0
RE2426C,-1000.0,0.0
RE2439C,-333.3333333333333,0.0
RE2440C,0.0,0.0
RE2442C,0.0,0.0
RE2443C,0.0,0.0
RE2443M,0.0,0.0
RE2476C,0.0,0.0
RE2477C,0.0,0.0
RE2520C,0.0,0.0
RE2521C,0.0,0.0
RE2522C,0.0,0.0
RE2522X,0.0,0.0
RE2523C,0.0,0.0
RE2523X,0.0,0.0
RE2524C,0.0,0.0
RE2524X,0.0,0.0
RE2525C,0.0,0.0
RE2525X,0.0,0.0
RE2562C,0.0,1000.0
RE2594C,0.0,0.0
RE2596C,0.0,0.0
RE3095C,-1000.0,1000.0
RE3095L,0.0,0.0
RE3095X,0.0,0.0
RE3198C,-1000.0,1000.0
RE3201C,0.0,0.0
RE3233C,0.0,0.0
RE3233G,0.0,0.0
RE3233L,0.0,0.0
RE3263C,0.0,0.0
RN0013C,0.0,0.0
RN0014R,0.0,0.0
SALMCOM,0.0,1000.0
SALMCOM2,0.0,1000.0
SFGTH,0.0,1000.0
SRTN23OX,0.0,1000.0
SRTNACT,0.0,0.0
SRTNMTX,0.0,0.0
THYPX,0.0,1000.0
TRIODTHYSULT,0.0,1000.0
TRPHYDRO2,0.0,1000.0
TRPO2,0.0,1000.0
TRPOX,0.0,1000.0
TRYPTAOX,0.0,1000.0
TYMSULT,0.0,1000.0
TYR3MO2,0.0,1000.0
TYRASE,0.0,1000.0
TYRASE2,0.0,500.0
TYRCBOX,0.0,1000.0
TYRDHINDOX,0.0,0.0
TYRDOPO,0.0,1000.0
TYRDOPO3,0.0,1000.0
TYRDOPOX,0.0,1000.0
TYROX,0.0,1000.0
TYROXDAc,0.0,1000.0
TYRTA,-1000.0,1000.0
TYRTAm,0.0,166.66666666666669
UDPG4DOPA,0.0,1000.0
VANILPYRc,0.0,0.0
r0021,-1000.0,1000.0
r0022,-1000.0,1000.0
r0129,0.0,1000.0
r0130,-1000.0,1000.0
r0541,-1000.0,1000.0
r0647m,0.0,1000.0
10FTHF5GLUtl,0.0,250.0
10FTHF5GLUtm,0.0,250.0
10FTHF6GLUtl,0.0,200.0
10FTHF6GLUtm,0.0,200.0
10FTHF7GLUtl,0.0,166.66666666666666
10FTHF7GLUtm,0.0,166.66666666666666
10FTHFtl,-250.0,0.0
10FTHFtm,-1000.0,1000.0
11DOCRTSLte,0.0,1000.0
11DOCRTSLtm,0.0,1000.0
11DOCRTSLtr,-1000.0,0.0
11DOCRTSTRNte,0.0,1000.0
11DOCRTSTRNtm,0.0,1000.0
11DOCRTSTRNtr,-1000.0,0.0
12DHCHOLabc,0.0,1000.0
12DHCHOLt,-1000.0,1000.0
12DHCHOLt2,0.0,1000.0
12HPETATP,0.0,1000.0
12HPETUPKt,0.0,1000.0
13DAMPPte,-1000.0,1000.0
15HPETATP,0.0,1000.0
15HPETUPKt,0.0,1000.0
15KPROSTGF2t,-1000.0,1000.0
17AHPRGNLONEte,0.0,1000.0
17AHPRGSTRNte,0.0,1000.0
1A2425THVITD2t,0.0,1000.0
1A2425THVITD2tm,0.0,1000.0
1A25DHVITD3te,0.0,1000.0
1MNCAMti,0.0,1000.0
1a25DHVITD3TRn,0.0,1000.0
24NPHte,-1000.0,0.0
24_25DHVITD2t,0.0,1000.0
24_25DHVITD2tm,0.0,1000.0
24_25DHVITD3t,0.0,1000.0
24_25DHVITD3tm,0.0,1000.0
25HVITD2t,-1000.0,0.0
25HVITD2tm,-1000.0,0.0
25HVITD3t,-1000.0,1000.0
25HVITD3tin,0.0,1000.0
25HVITD3tm,-1000.0,1000.0
2HBt2,-1000.0,1000.0
2HCO3_NAt,-1000.0,1000.0
2HOGOAT3t,0.0,1000.0
2HYOXPLCte,0.0,1000.0
2MCITt,0.0,1000.0
2OBUTt,-1000.0,1000.0
34DHOXMANDte,-1000.0,1000.0
34DHOXPEGt,-1000.0,1000.0
34DHPEt,-1000.0,0.0
34DHPHAte,0.0,0.0
34DHPHELAT1tc,0.0,1000.0
34DHPHEt,-1000.0,1000.0
34HPPte,-1000.0,1000.0
35CGMPtn,-1000.0,1000.0
3AIB_Dtm,-1000.0,1000.0
3AIBt,0.0,1000.0
3AIBtm,0.0,1000.0
3DHCDCHOLabc,0.0,1000.0
3DHCDCHOLt,-1000.0,1000.0
3DHCDCHOLt2,0.0,1000.0
3DHCHOLabc,0.0,1000.0
3DHCHOLt,-1000.0,1000.0
3DHCHOLt2,0.0,1000.0
3DHDCAabc,0.0,1000.0
3DHDCAt,-1000.0,1000.0
3DHDCAt2,0.0,1000.0
3DHLCAabc,0.0,1000.0
3DHLCAt,-1000.0,1000.0
3DHLCAt2,0.0,1000.0
3HADPACte,0.0,833.3333333333334
3HADPACtxc,0.0,833.3333333333333
3HBCOARtc,0.0,0.0
3HCO3_NAt,-1000.0,1000.0
3MLDAt,0.0,1000.0
3MOBt2im,-1000.0,1000.0
3MOBte,-1000.0,1000.0
3MOPt2im,-1000.0,1000.0
3MOPte,-1000.0,1000.0
3MOX4HOXMte,-1000.0,1000.0
3OHGLUTACOAT3t,0.0,0.0
3SALAASPm,-1000.0,0.0
4ABUTtcn,0.0,1000.0
4ABUTtm,-1000.0,1000.0
4HDEBRISOQUINEte,-1000.0,0.0
4HPROLTASCT1,0.0,1000.0
4HPRO_LTte,-1000.0,1000.0
4MOPt2im,-1000.0,1000.0
4MOPte,-1000.0,1000.0
4MPTNLte,0.0,1000.0
4MPTNLtm,-1000.0,0.0
4MPTNLtr,0.0,0.0
4MTOLBUTAMIDEte,-1000.0,0.0
4NPHSFte,-1000.0,0.0
4NPHte,0.0,1000.0
4PYRDX,0.0,1000.0
5ADTSTSTERONEGLCte,0.0,1000.0
5ADTSTSTERONEGLCtr,-1000.0,0.0
5ADTSTSTERONESte,-1000.0,1000.0
5ADTSTSTERONEte,-1000.0,1000.0
5ADTSTSTERONEtr,-1000.0,1000.0
5DHFtl,0.0,250.0
5EIPENCte,0.0,1000.0
5EIPENCtm,0.0,1000.0
5FTHFt2,0.0,1000.0
5G2OXPTtx,0.0,0.0
5HOMEPRAZOLEte,-1000.0,0.0
5HOXINDOAtr,-1000.0,1000.0
5HTRPVESSEC,0.0,333.3333333333333
5HYDROXt,0.0,1000.0
5MTAte,-1000.0,1000.0
5MTHFt,-1000.0,1000.0
5MTHFt2,-1000.0,1000.0
5OXPROt,-1000.0,1000.0
5THFtl,0.0,250.0
5THFtm,0.0,1000.0
6DHFtl,0.0,200.0
6DHFtm,0.0,200.0
6HTSTSTERONEte,0.0,1000.0
6HTSTSTERONEtr,-1000.0,0.0
6THFtl,0.0,200.0
6THFtm,0.0,1000.0
7DHCDCHOLabc,0.0,1000.0
7DHCDCHOLt,-1000.0,1000.0
7DHCDCHOLt2,0.0,1000.0
7DHCHOLabc,0.0,1000.0
7DHCHOLt,-1000.0,1000.0
7DHCHOLt2,0.0,1000.0
7DHCHSTEROLtr,-1000.0,222.22222222222226
7DHFtl,0.0,166.66666666666666
7DHFtm,0.0,166.66666666666666
7KILTCHOLATP,0.0,1000.0
7KILTCHOLt,-1000.0,1000.0
7THFtl,0.0,166.66666666666666
7THFtm,0.0,1000.0
AACTtm,0.0,1000.0
ABTti,0.0,1000.0
ABUTt2r,-1000.0,1000.0
ABUTt2rL,0.0,0.0
ABUTt4_2_r,-1000.0,1000.0
ACACt2,-1000.0,1000.0
ACACt2m,-1000.0,1000.0
ACACtx,-1000.0,0.0
ACALDt,-1000.0,1000.0
ACALDtm,-1000.0,0.0
ACALDtr,0.0,0.0
ACALDtx,0.0,1000.0
ACCOAgt,0.0,1000.0
ACCOAtn,-1000.0,1000.0
ACCOAtr,-1000.0,1000.0
ACETONEt2,-1000.0,1000.0
ACETONEt2m,-1000.0,0.0
ACGAGBSIDEtg,-500.0,0.0
ACGAGBSIDEtl,0.0,500.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,-200.0,0.0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,200.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,-142.85714285714286,0.0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,142.85714285714286
ACGALtlg,-1000.0,0.0
ACGALtly,0.0,1000.0
ACGAMtg,0.0,1000.0
ACGAMtl,-1000.0,1000.0
ACGAMtly,-1000.0,1000.0
ACGBGBSIDEtg,-1000.0,0.0
ACGBGBSIDEtl,0.0,1000.0
ACGLUte,0.0,1000.0
ACGLUtm,-1000.0,0.0
ACHVESSEC,0.0,1000.0
ACHtn,-1000.0,1000.0
ACN13ACNGALGBSIDEte,0.0,500.0
ACN13ACNGALGBSIDEtg,-500.0,0.0
ACN23ACNGALGBSIDEte,0.0,500.0
ACN23ACNGALGBSIDEtg,-500.0,0.0
ACNACNGAL14ACGLCGALGLUSIDEte,-1000.0,0.0
ACNACNGAL14ACGLCGALGLUSIDEtg,0.0,500.0
ACNACNGALGBSIDEte,0.0,500.0
ACNACNGALGBSIDEtg,-500.0,0.0
ACNAMlt,-1000.0,0.0
ACNAMtn,0.0,1000.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEte,-1000.0,0.0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,250.0
ACORNt,-1000.0,0.0
ACRNte,-1000.0,1000.0
ACRNtm,0.0,1000.0
ACt2m,-1000.0,1000.0
ACt2r,-1000.0,1000.0
ACtg,0.0,0.0
ADEt,-1000.0,1000.0
ADEtl,0.0,0.0
ADHAPtx,-1000.0,1000.0
ADNCNT3tc,-1000.0,1000.0
ADNt,-1000.0,1000.0
ADNt4,0.0,1000.0
ADNt5,0.0,1000.0
ADNtl,0.0,1000.0
ADNtm,-1000.0,1000.0
ADOCBLtm,0.0,1000.0
ADPRIBt,0.0,1000.0
ADPt4,0.0,333.3333333333333
ADPtx,-1000.0,1000.0
ADRNCOAtx,-1000.0,1000.0
ADRNLPVESSEC,0.0,333.3333333333333
ADRNt,-1000.0,1000.0
AFLATOXINte,0.0,1000.0
AGPex,-1000.0,0.0
AGRMte,0.0,0.0
AHANDROSTANGLCte,0.0,0.0
AHANDROSTANGLCtr,0.0,0.0
AHANDROSTANte,0.0,0.0
AHANDROSTANtr,0.0,1000.0
AHCYStd,-1000.0,1000.0
