NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
100736556	Pex7	peroxisomal biogenesis factor 7	Cricetulus griseus	PROTEIN_CODING	1	5191	NCBI Ortholog
100754156	Polr2f	RNA polymerase II, I and III subunit F	Cricetulus griseus	PROTEIN_CODING	6	5435	NCBI Ortholog
100754755	Hmgb1	high mobility group box 1	Cricetulus griseus	PROTEIN_CODING	2	3146	NCBI Ortholog
100759663	Ice2	interactor of little elongation complex ELL subunit 2	Cricetulus griseus	PROTEIN_CODING	6	79664	NCBI Ortholog
100759777	C1s	complement C1s	Cricetulus griseus	PROTEIN_CODING	4	716	NCBI Ortholog
100760258	Pdgfra	platelet derived growth factor receptor alpha	Cricetulus griseus	PROTEIN_CODING	1	5156	NCBI Ortholog
100760367	Osbp	oxysterol binding protein	Cricetulus griseus	PROTEIN_CODING	2	5007	NCBI Ortholog
100764294	Pten	phosphatase and tensin homolog	Cricetulus griseus	PROTEIN_CODING	4	5728	NCBI Ortholog
100768476	C1r	complement C1r	Cricetulus griseus	PROTEIN_CODING	2	715	NCBI Ortholog
100768617	Manf	mesencephalic astrocyte derived neurotrophic factor	Cricetulus griseus	PROTEIN_CODING	2	7873	NCBI Ortholog
100769908	Atp13a3	ATPase 13A3	Cricetulus griseus	PROTEIN_CODING	8	79572	NCBI Ortholog
100770842	Ccnb1	cyclin B1	Cricetulus griseus	PROTEIN_CODING	2	891	NCBI Ortholog
100771396	Skp2	S-phase kinase associated protein 2	Cricetulus griseus	PROTEIN_CODING	4	6502	NCBI Ortholog
100773919	Dst	dystonin	Cricetulus griseus	PROTEIN_CODING	30	667	NCBI Ortholog
100774910	Ampd2	adenosine monophosphate deaminase 2	Cricetulus griseus	PROTEIN_CODING	6	271	NCBI Ortholog
103160601	Cdkn1a	cyclin dependent kinase inhibitor 1A	Cricetulus griseus	PROTEIN_CODING	4	1026	NCBI Ortholog
100752558	Nup214	nucleoporin 214	Cricetulus griseus	PROTEIN_CODING	12	8021	NCBI Ortholog
100689018	Srebf1	sterol regulatory element binding transcription factor 1	Cricetulus griseus	PROTEIN_CODING	1	6720	NCBI Ortholog
100689022	Fpgs	folylpolyglutamate synthase	Cricetulus griseus	PROTEIN_CODING	4	2356	NCBI Ortholog
100689027	Col7a1	collagen type VII alpha 1 chain	Cricetulus griseus	PROTEIN_CODING	10	1294	NCBI Ortholog
100689031	Slc35a2	solute carrier family 35 member A2	Cricetulus griseus	PROTEIN_CODING	5	7355	NCBI Ortholog
100689076	Mgat3	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	Cricetulus griseus	PROTEIN_CODING	1	4248	NCBI Ortholog
100689233	Csr1	uncharacterized LOC100689233	Cricetulus griseus	PROTEIN_CODING	1		
100689328	Ndufa1	NADH:ubiquinone oxidoreductase subunit A1	Cricetulus griseus	PROTEIN_CODING	1	4694	NCBI Ortholog
100689383	Pdpn	podoplanin	Cricetulus griseus	PROTEIN_CODING	1		
100689386	Atf4	activating transcription factor 4	Cricetulus griseus	PROTEIN_CODING	2	468	NCBI Ortholog
100689447	Ankrd1	ankyrin repeat domain 1	Cricetulus griseus	PROTEIN_CODING	1	27063	NCBI Ortholog
100689454	Pgap3	post-GPI attachment to proteins phospholipase 3	Cricetulus griseus	PROTEIN_CODING	4	93210	NCBI Ortholog
100689466	Taf7	TATA-box binding protein associated factor 7	Cricetulus griseus	PROTEIN_CODING	1	6879	NCBI Ortholog
100689468	Gpi	glucose-6-phosphate isomerase	Cricetulus griseus	PROTEIN_CODING	1	2821	NCBI Ortholog
100750382	Axin2	axin 2	Cricetulus griseus	PROTEIN_CODING	3	8313	NCBI Ortholog
100754574	Arrb1	arrestin beta 1	Cricetulus griseus	PROTEIN_CODING	7	408	NCBI Ortholog
100756420	Map2	microtubule associated protein 2	Cricetulus griseus	PROTEIN_CODING	12	4133	NCBI Ortholog
100765648	Dph1	diphthamide biosynthesis 1	Cricetulus griseus	PROTEIN_CODING	4	1801	NCBI Ortholog
100769198	Abcc9	ATP binding cassette subfamily C member 9	Cricetulus griseus	PROTEIN_CODING	12	10060	NCBI Ortholog
100770792	Claudin-4	claudin-4	Cricetulus griseus	PROTEIN_CODING	2		
100771184	Sfrp2	secreted frizzled related protein 2	Cricetulus griseus	PROTEIN_CODING	2	6423	NCBI Ortholog
100771475	Tlr2	toll like receptor 2	Cricetulus griseus	PROTEIN_CODING	2	7097	NCBI Ortholog
100772552	Ace2	angiotensin converting enzyme 2	Cricetulus griseus	PROTEIN_CODING	2	59272	NCBI Ortholog
100689063	Ccnd1	cyclin D1	Cricetulus griseus	PROTEIN_CODING	2	595	NCBI Ortholog
100689089	Tubb4b	tubulin beta 4B class IVb	Cricetulus griseus	PROTEIN_CODING	1	10383	NCBI Ortholog
100689186	Il6	interleukin 6	Cricetulus griseus	PROTEIN_CODING	2	3569	NCBI Ortholog
100689205	Srrt	serrate, RNA effector molecule	Cricetulus griseus	PROTEIN_CODING	5	51593	NCBI Ortholog
100689217	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	Cricetulus griseus	PROTEIN_CODING	1	7903	NCBI Ortholog
100689218	Trpc2	transient receptor potential cation channel, subfamily C, member 2	Cricetulus griseus	PROTEIN_CODING	3		
100689243	Cdc6	cell division cycle 6	Cricetulus griseus	PROTEIN_CODING	4	990	NCBI Ortholog
100689246	Bsg	basigin (Ok blood group)	Cricetulus griseus	PROTEIN_CODING	2	682	NCBI Ortholog
100689313	Sec22b	SEC22 homolog B, vesicle trafficking protein	Cricetulus griseus	PROTEIN_CODING	1	9554	NCBI Ortholog
100689339	Dbf4	DBF4 zinc finger	Cricetulus griseus	PROTEIN_CODING	1	10926	NCBI Ortholog
100689346	B4galt3	beta-1,4-galactosyltransferase 3	Cricetulus griseus	PROTEIN_CODING	6	8703	NCBI Ortholog
100689352	Mad1l1	mitotic arrest deficient 1 like 1	Cricetulus griseus	PROTEIN_CODING	1	8379	NCBI Ortholog
100689360	Slc25a32	solute carrier family 25 member 32	Cricetulus griseus	PROTEIN_CODING	1	81034	NCBI Ortholog
100689369	Casp8	caspase 8	Cricetulus griseus	PROTEIN_CODING	1	841	NCBI Ortholog
100689385	Pgap2	post-GPI attachment to proteins 2	Cricetulus griseus	PROTEIN_CODING	6	27315	NCBI Ortholog
100689394	Slc35a3	solute carrier family 35 member A3	Cricetulus griseus	PROTEIN_CODING	1	23443	NCBI Ortholog
100689400	Fau	FAU ubiquitin like and ribosomal protein S30 fusion	Cricetulus griseus	PROTEIN_CODING	2	2197	NCBI Ortholog
100689413	Stip1	stress induced phosphoprotein 1	Cricetulus griseus	PROTEIN_CODING	2	10963	NCBI Ortholog
100689434	B4galt2	beta-1,4-galactosyltransferase 2	Cricetulus griseus	PROTEIN_CODING	4	8704	NCBI Ortholog
100689435	B4galt4	beta-1,4-galactosyltransferase 4	Cricetulus griseus	PROTEIN_CODING	7	8702	NCBI Ortholog
100736553	Efemp2	EGF containing fibulin extracellular matrix protein 2	Cricetulus griseus	PROTEIN_CODING	1	30008	NCBI Ortholog
100750706	Xrcc2	X-ray repair cross complementing 2	Cricetulus griseus	PROTEIN_CODING	2	7516	NCBI Ortholog
100761759	Fbxw7	F-box and WD repeat domain containing 7	Cricetulus griseus	PROTEIN_CODING	12	55294	NCBI Ortholog
100764282	Lgals8	galectin 8	Cricetulus griseus	PROTEIN_CODING	2	3964	NCBI Ortholog
100766494	Sumf1	sulfatase modifying factor 1	Cricetulus griseus	PROTEIN_CODING	6	285362	NCBI Ortholog
100770757	Npc2	NPC intracellular cholesterol transporter 2	Cricetulus griseus	PROTEIN_CODING	2	10577	NCBI Ortholog
118237651	Birc5	baculoviral IAP repeat containing 5	Cricetulus griseus	PROTEIN_CODING	2	332	NCBI Ortholog
100689038	Cert1	ceramide transporter 1	Cricetulus griseus	PROTEIN_CODING	3	10087	NCBI Ortholog
100689052	Myl6	myosin light chain 6	Cricetulus griseus	PROTEIN_CODING	6	4637	NCBI Ortholog
100689055	Lrrfip1	LRR binding FLII interacting protein 1	Cricetulus griseus	PROTEIN_CODING	34	9208	NCBI Ortholog
100689102	Fth1	ferritin heavy chain 1	Cricetulus griseus	PROTEIN_CODING	2	2495	NCBI Ortholog
100689287	Cbx5	chromobox 5	Cricetulus griseus	PROTEIN_CODING	2	23468	NCBI Ortholog
100689359	Cbx1	chromobox 1	Cricetulus griseus	PROTEIN_CODING	1	10951	NCBI Ortholog
100689362	Cdc45	cell division cycle 45	Cricetulus griseus	PROTEIN_CODING	1	8318	NCBI Ortholog
100689387	Gphr	golgi pH regulator	Cricetulus griseus	PROTEIN_CODING	3		
100689415	Sptlc2	serine palmitoyltransferase long chain base subunit 2	Cricetulus griseus	PROTEIN_CODING	1	9517	NCBI Ortholog
100689443	Cbx3	chromobox 3	Cricetulus griseus	PROTEIN_CODING	1	11335	NCBI Ortholog
100755121	Rnaset2	ribonuclease T2	Cricetulus griseus	PROTEIN_CODING	4	8635	NCBI Ortholog
100762999	Hectd1	HECT domain E3 ubiquitin protein ligase 1	Cricetulus griseus	PROTEIN_CODING	5	25831	NCBI Ortholog
100772298	Rpl7a	ribosomal protein L7a	Cricetulus griseus	PROTEIN_CODING	2	6130	NCBI Ortholog
100689256	Znf330	zinc finger protein 330	Cricetulus griseus	PROTEIN_CODING	1	27309	NCBI Ortholog
100689416	Layn	layilin	Cricetulus griseus	PROTEIN_CODING	5	143903	NCBI Ortholog
100759514	Mapk1	mitogen-activated protein kinase 1	Cricetulus griseus	PROTEIN_CODING	6	5594	NCBI Ortholog
100760101	Ppil2	peptidylprolyl isomerase like 2	Cricetulus griseus	PROTEIN_CODING	2	23759	NCBI Ortholog
100682535	Abcb4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	Cricetulus griseus	PROTEIN_CODING	1		
100689083	Fut6b	alpha (1,3) fucosyltransferase 6B	Cricetulus griseus	PROTEIN_CODING	1		
100689084	Fut6a	alpha (1,3) fucosyltransferase 6A	Cricetulus griseus	PROTEIN_CODING	1		
100689209	Trpc3	transient receptor potential cation channel subfamily C member 3	Cricetulus griseus	PROTEIN_CODING	10	7222	NCBI Ortholog
100689250	Aicda	activation induced cytidine deaminase	Cricetulus griseus	PROTEIN_CODING	2	57379	NCBI Ortholog
100689260	Rn18s	18S ribosomal RNA	Cricetulus griseus	rRNA			
100689261	Rn5-8s	5.8S ribosomal RNA	Cricetulus griseus	rRNA	1		
100689278	Fut	alpha(1,3)fucosyltransferase	Cricetulus griseus	PROTEIN_CODING	2		
100689363	Tubb6	tubulin beta 6 class V	Cricetulus griseus	PROTEIN_CODING	1	84617	NCBI Ortholog
100689370	Casp9	caspase 9	Cricetulus griseus	PROTEIN_CODING	4	842	NCBI Ortholog
100689374	Xiap	X-linked inhibitor of apoptosis	Cricetulus griseus	PROTEIN_CODING	1	331	NCBI Ortholog
100689377	Ercc1	ERCC excision repair 1, endonuclease non-catalytic subunit	Cricetulus griseus	PROTEIN_CODING	1	2067	NCBI Ortholog
100689445	Casp2	caspase 2	Cricetulus griseus	PROTEIN_CODING	1	835	NCBI Ortholog
100689481	Cstr2	tRNA-Sec pseudogene 1	Cricetulus griseus	PSEUDO			
100689482	Cstr4	tRNA-Sec pseudogene 3	Cricetulus griseus	PSEUDO			
100689483	Cstr3	tRNA-Sec pseudogene 2	Cricetulus griseus	PSEUDO			
100750798	Agtr1	angiotensin II receptor type 1	Cricetulus griseus	PROTEIN_CODING	2	185	NCBI Ortholog
100755406	Ap2a2	adaptor related protein complex 2 subunit alpha 2	Cricetulus griseus	PROTEIN_CODING	4	161	NCBI Ortholog
100766091	Comp	cartilage oligomeric matrix protein	Cricetulus griseus	PROTEIN_CODING	2	1311	NCBI Ortholog
100769566	Vgf	VGF nerve growth factor inducible	Cricetulus griseus	PROTEIN_CODING	1	7425	NCBI Ortholog
100769981	Slc9a7	solute carrier family 9 member A7	Cricetulus griseus	PROTEIN_CODING	2	84679	NCBI Ortholog
100770387	Trpc4	transient receptor potential cation channel subfamily C member 4	Cricetulus griseus	PROTEIN_CODING	12	7223	NCBI Ortholog
100774176	Ednra	endothelin receptor type A	Cricetulus griseus	PROTEIN_CODING	4	1909	NCBI Ortholog
100689095	Dnase1l1	deoxyribonuclease 1 like 1	Cricetulus griseus	PROTEIN_CODING	2	1774	NCBI Ortholog
100689191	Lpl	lipoprotein lipase	Cricetulus griseus	PROTEIN_CODING	3	4023	NCBI Ortholog
100689192	Fdft1	farnesyl-diphosphate farnesyltransferase 1	Cricetulus griseus	PROTEIN_CODING	4	2222	NCBI Ortholog
100689199	Acox1	acyl-CoA oxidase 1	Cricetulus griseus	PROTEIN_CODING	6	51	NCBI Ortholog
100689207	Fasn	fatty acid synthase	Cricetulus griseus	PROTEIN_CODING	3	2194	NCBI Ortholog
100689253	Rarres2	retinoic acid receptor responder 2	Cricetulus griseus	PROTEIN_CODING	2	5919	NCBI Ortholog
100689333	Orc2	origin recognition complex subunit 2	Cricetulus griseus	PROTEIN_CODING	5	4999	NCBI Ortholog
100689425	Orc1	origin recognition complex subunit 1	Cricetulus griseus	PROTEIN_CODING	8	4998	NCBI Ortholog
100759766	Timm10b	translocase of inner mitochondrial membrane 10B	Cricetulus griseus	PROTEIN_CODING	8	26515	NCBI Ortholog
100761508	Vcam1	vascular cell adhesion molecule 1	Cricetulus griseus	PROTEIN_CODING	3	7412	NCBI Ortholog
100762904	Acaca	acetyl-CoA carboxylase alpha	Cricetulus griseus	PROTEIN_CODING	1	31	NCBI Ortholog
100766229	Btg2	BTG anti-proliferation factor 2	Cricetulus griseus	PROTEIN_CODING	2	7832	NCBI Ortholog
100769827	Nup107	nucleoporin 107	Cricetulus griseus	PROTEIN_CODING	4	57122	NCBI Ortholog
100689183	S1pr2	sphingosine-1-phosphate receptor 2	Cricetulus griseus	PROTEIN_CODING	4	9294	NCBI Ortholog
100689380	Pigu	phosphatidylinositol glycan anchor biosynthesis class U	Cricetulus griseus	PROTEIN_CODING	2	128869	NCBI Ortholog
100757522	Lpar1	lysophosphatidic acid receptor 1	Cricetulus griseus	PROTEIN_CODING	22	1902	NCBI Ortholog
100689105	Sumo2	small ubiquitin like modifier 2	Cricetulus griseus	PROTEIN_CODING	1	6613	NCBI Ortholog
100689455	Fis1	fission, mitochondrial 1	Cricetulus griseus	PROTEIN_CODING	1	51024	NCBI Ortholog
100757677	Skp1	S-phase kinase associated protein 1	Cricetulus griseus	PROTEIN_CODING	4	6500	NCBI Ortholog
100757763	Cul1	cullin 1	Cricetulus griseus	PROTEIN_CODING	4	8454	NCBI Ortholog
100689267	Ubc	ubiquitin C	Cricetulus griseus	PROTEIN_CODING	1	7316	NCBI Ortholog
100689271	Snord14e	small nucleolar RNA, C/D box 14E	Cricetulus griseus	snoRNA	1		
100689312	Gosr1	golgi SNAP receptor complex member 1	Cricetulus griseus	PROTEIN_CODING	1	9527	NCBI Ortholog
100760810	Ppp1ca	protein phosphatase 1 catalytic subunit alpha	Cricetulus griseus	PROTEIN_CODING	2	5499	NCBI Ortholog
100689177	Coro7	coronin 7	Cricetulus griseus	PROTEIN_CODING	6	79585	NCBI Ortholog
100689203	Psmc3	proteasome 26S subunit, ATPase 3	Cricetulus griseus	PROTEIN_CODING	4	5702	NCBI Ortholog
100689224	Eif6	eukaryotic translation initiation factor 6	Cricetulus griseus	PROTEIN_CODING	4	3692	NCBI Ortholog
100689230	Dnajc10	DnaJ heat shock protein family (Hsp40) member C10	Cricetulus griseus	PROTEIN_CODING	2	54431	NCBI Ortholog
100754380	Atp5mc3	ATP synthase membrane subunit c locus 3	Cricetulus griseus	PROTEIN_CODING	2	518	NCBI Ortholog
100758773	Ssrp1	structure specific recognition protein 1	Cricetulus griseus	PROTEIN_CODING	2	6749	NCBI Ortholog
100766376	Anapc5	anaphase promoting complex subunit 5	Cricetulus griseus	PROTEIN_CODING	4	51433	NCBI Ortholog
100767226	Dennd5a	DENN domain containing 5A	Cricetulus griseus	PROTEIN_CODING	4	23258	NCBI Ortholog
107977060	Pam16	presequence translocase associated motor 16	Cricetulus griseus	PROTEIN_CODING	8	51025	NCBI Ortholog
100689193	Pde1b	phosphodiesterase 1B	Cricetulus griseus	PROTEIN_CODING	2	5153	NCBI Ortholog
100689288	Ear10	eosinophil-associated, ribonuclease A family, member 10	Cricetulus griseus	PROTEIN_CODING	1	93725	NCBI Ortholog
100689289	Ear11	eosinophil-associated, ribonuclease A family, member 11	Cricetulus griseus	PROTEIN_CODING	1		
100689290	Ear15	eosinophil-associated ribonuclease 15	Cricetulus griseus	PROTEIN_CODING	1		
100689291	Ear7	eosinophil-associated, ribonuclease A family, member 7	Cricetulus griseus	PROTEIN_CODING	1		
100689351	Slc1a4	solute carrier family 1 member 4	Cricetulus griseus	PROTEIN_CODING	1	6509	NCBI Ortholog
100689364	Cyren	cell cycle regulator of NHEJ	Cricetulus griseus	PROTEIN_CODING	1	78996	NCBI Ortholog
100689484	Ear30	Ear7 pseudogene	Cricetulus griseus	PSEUDO			
100769325	Sos2	SOS Ras/Rho guanine nucleotide exchange factor 2	Cricetulus griseus	PROTEIN_CODING	4	6655	NCBI Ortholog
100689079	Insig2	insulin induced gene 2	Cricetulus griseus	PROTEIN_CODING	2	51141	NCBI Ortholog
100689080	Insig1	insulin induced gene 1	Cricetulus griseus	PROTEIN_CODING	1	3638	NCBI Ortholog
100689451	Dpm3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory	Cricetulus griseus	PROTEIN_CODING	2	54344	NCBI Ortholog
100774705	Apoc3	apolipoprotein C3	Cricetulus griseus	PROTEIN_CODING	2	345	NCBI Ortholog
100689077	Gja1	gap junction protein alpha 1	Cricetulus griseus	PROTEIN_CODING	1		
100765420	Gjb3	gap junction protein beta 3	Cricetulus griseus	PROTEIN_CODING	2	2707	NCBI Ortholog
100770669	Oaz3	ornithine decarboxylase antizyme 3	Cricetulus griseus	PROTEIN_CODING	1	51686	NCBI Ortholog
100689182	S1pr3	sphingosine-1-phosphate receptor 3	Cricetulus griseus	PROTEIN_CODING	2	1903	NCBI Ortholog
100689184	S1pr5	sphingosine-1-phosphate receptor 5	Cricetulus griseus	PROTEIN_CODING	2	53637	NCBI Ortholog
100689198	S1pr1	sphingosine-1-phosphate receptor 1	Cricetulus griseus	PROTEIN_CODING	2	1901	NCBI Ortholog
100753903	Lpar2	lysophosphatidic acid receptor 2	Cricetulus griseus	PROTEIN_CODING	2	9170	NCBI Ortholog
100759265	Lpar3	lysophosphatidic acid receptor 3	Cricetulus griseus	PROTEIN_CODING	2	23566	NCBI Ortholog
100757071	Eogt	EGF domain specific O-linked N-acetylglucosamine transferase	Cricetulus griseus	PROTEIN_CODING	3	285203	NCBI Ortholog
100762647	Fbxo2	F-box protein 2	Cricetulus griseus	PROTEIN_CODING	2	26232	NCBI Ortholog
100758056	Fpr1	formyl peptide receptor 1	Cricetulus griseus	PROTEIN_CODING	2	2357	NCBI Ortholog
100754276	Tyms	thymidylate synthetase	Cricetulus griseus	PROTEIN_CODING	2	7298	NCBI Ortholog
100754722	Ppfibp1	PPFIA binding protein 1	Cricetulus griseus	PROTEIN_CODING	19	8496	NCBI Ortholog
100756764	Mfn1	mitofusin 1	Cricetulus griseus	PROTEIN_CODING	7	55669	NCBI Ortholog
100758545	Saraf	store-operated calcium entry associated regulatory factor	Cricetulus griseus	PROTEIN_CODING	2	51669	NCBI Ortholog
100760896	Vps53	VPS53 subunit of GARP complex	Cricetulus griseus	PROTEIN_CODING	2	55275	NCBI Ortholog
100760956	Pfas	phosphoribosylformylglycinamidine synthase	Cricetulus griseus	PROTEIN_CODING	4	5198	NCBI Ortholog
100763346	Usp9x	ubiquitin specific peptidase 9 X-linked	Cricetulus griseus	PROTEIN_CODING	8	8239	NCBI Ortholog
100767755	Elp1	elongator acetyltransferase complex subunit 1	Cricetulus griseus	PROTEIN_CODING	8	8518	NCBI Ortholog
100770326	Vps16	VPS16 core subunit of CORVET and HOPS complexes	Cricetulus griseus	PROTEIN_CODING	4	64601	NCBI Ortholog
100772415	Noc2l	NOC2 like nucleolar associated transcriptional repressor	Cricetulus griseus	PROTEIN_CODING	2	26155	NCBI Ortholog
100774247	Las1l	LAS1 like ribosome biogenesis factor	Cricetulus griseus	PROTEIN_CODING	8	81887	NCBI Ortholog
114482857	Mir200a	microRNA mir-200a	Cricetulus griseus	ncRNA	1		
114482858	Mirlet7a-2	microRNA let-7a-2	Cricetulus griseus	ncRNA	1		
114482893	Mirlet7c-2	microRNA let-7c-2	Cricetulus griseus	ncRNA	1		
114482899	Mirlet7e	microRNA let-7e	Cricetulus griseus	ncRNA			
114482912	Mir217	microRNA mir-217	Cricetulus griseus	ncRNA	1		
114482924	Mir26a-1	microRNA mir-26a-1	Cricetulus griseus	ncRNA	1		
114482925	Mir301b	microRNA mir-301b	Cricetulus griseus	ncRNA	1		
114482932	Mir3154	microRNA mir-3154	Cricetulus griseus	ncRNA			
114482939	Mir451a	microRNA mir-451a	Cricetulus griseus	ncRNA	1		
114483004	Mir574	microRNA mir-574	Cricetulus griseus	ncRNA			
114483011	Mir101a	microRNA mir-101a	Cricetulus griseus	ncRNA	1		
114483014	Mir1224	microRNA mir-1224	Cricetulus griseus	ncRNA	1		
114483017	Mir1249	microRNA mir-1249	Cricetulus griseus	ncRNA	1		
114483020	Mir126b	microRNA mir-126b	Cricetulus griseus	ncRNA	1		
114483021	Mir127	microRNA mir-127	Cricetulus griseus	ncRNA	1		
114483024	Mir150	microRNA mir-150	Cricetulus griseus	ncRNA	1		
114483028	Mir16-2	microRNA mir-16-2	Cricetulus griseus	ncRNA	1		
114483032	Mir199a-2	microRNA mir-199a-2	Cricetulus griseus	ncRNA	1		
114483037	Mir1b	microRNA mir-1b	Cricetulus griseus	ncRNA	1		
114483044	Mir211	microRNA mir-211	Cricetulus griseus	ncRNA	1		
114483045	Mir216b	microRNA mir-216b	Cricetulus griseus	ncRNA	1		
114483053	Mir3068	microRNA mir-3068	Cricetulus griseus	ncRNA	1		
114483056	Mir3074-2	microRNA mir-3074-2	Cricetulus griseus	ncRNA	1		
114483057	Mir3074-1	microRNA mir-3074-1	Cricetulus griseus	ncRNA	1		
114483061	Mir30c-1	microRNA mir-30c-1	Cricetulus griseus	ncRNA	1		
114483089	Mir3102	microRNA mir-3102	Cricetulus griseus	ncRNA	1		
114483095	Mir3535	microRNA mir-3535	Cricetulus griseus	ncRNA	1		
114483104	Mir760	microRNA mir-760	Cricetulus griseus	ncRNA			
114483105	Mir99b	microRNA mir-99b	Cricetulus griseus	ncRNA			
114483110	Mir128-2	microRNA mir-128-2	Cricetulus griseus	ncRNA	1		
114483115	Mir802	microRNA mir-802	Cricetulus griseus	ncRNA	1		
114483120	Mir18b	microRNA mir-18b	Cricetulus griseus	ncRNA	1		
114483125	Mir20b	microRNA mir-20b	Cricetulus griseus	ncRNA	1		
114483233	Mir219b	microRNA mir-219b	Cricetulus griseus	ncRNA	1		
114483676	Mir449a	microRNA mir-449a	Cricetulus griseus	ncRNA	1		
114483698	Mir125b-2	microRNA mir-125b-2	Cricetulus griseus	ncRNA	1		
114483699	Mir29b-2	microRNA mir-29b-2	Cricetulus griseus	ncRNA	1		
114483705	Mir193a	microRNA mir-193a	Cricetulus griseus	ncRNA			
114483708	Mir202	microRNA mir-202	Cricetulus griseus	ncRNA	1		
114483711	Mir24-1	microRNA mir-24-1	Cricetulus griseus	ncRNA	1		
114483733	Mir330	microRNA mir-330	Cricetulus griseus	ncRNA			
114483772	Mir148a	microRNA mir-148a	Cricetulus griseus	ncRNA	1		
114483775	Mir365-2	microRNA mir-365-2	Cricetulus griseus	ncRNA			
114483816	Mir194-2	microRNA mir-194-2	Cricetulus griseus	ncRNA	1		
114483827	Mir497b	microRNA mir-497b	Cricetulus griseus	ncRNA	1		
100774224	Azin1	antizyme inhibitor 1	Cricetulus griseus	PROTEIN_CODING	1	51582	NCBI Ortholog
100689068	Gnai2	G protein subunit alpha i2	Cricetulus griseus	PROTEIN_CODING	1	2771	NCBI Ortholog
100689072	Gnai3	G protein subunit alpha i3	Cricetulus griseus	PROTEIN_CODING	2	2773	NCBI Ortholog
100689336	Mmp14	matrix metallopeptidase 14	Cricetulus griseus	PROTEIN_CODING	1	4323	NCBI Ortholog
100689432	Ugcg	UDP-glucose ceramide glucosyltransferase	Cricetulus griseus	PROTEIN_CODING	1	7357	NCBI Ortholog
100689442	Gnb1	G protein subunit beta 1	Cricetulus griseus	PROTEIN_CODING	5	2782	NCBI Ortholog
